change_id,subscriber_id,change_date,from_plan,to_plan,change_type,reason_code
CHG_003427,SUB_009791,2025-11-26,Standard,(cancelled),Cancellation,Technical
CHG_003428,SUB_009796,2025-06-02,Premium,(cancelled),Cancellation,Cost
CHG_003429,SUB_009803,2025-11-17,Standard,(cancelled),Cancellation,Cost
CHG_003430,SUB_009810,2025-10-29,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_003431,SUB_009811,2025-06-13,Basic-Ads,(cancelled),Cancellation,Service
CHG_003432,SUB_009817,2025-12-05,Standard,(cancelled),Cancellation,Technical
CHG_003433,SUB_009824,2025-09-10,Standard,(cancelled),Cancellation,Content
CHG_003434,SUB_009825,2025-07-08,Basic-Ads,(cancelled),Cancellation,Technical
CHG_003435,SUB_009831,2025-12-31,Premium,(cancelled),Cancellation,Cost
CHG_003436,SUB_009835,2025-12-14,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003437,SUB_009838,2025-08-18,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003438,SUB_009840,2025-10-13,Basic-Ads,(cancelled),Cancellation,Content
CHG_003439,SUB_009845,2026-03-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003440,SUB_009848,2026-03-07,Standard,(cancelled),Cancellation,Cost
CHG_003441,SUB_009851,2026-03-30,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003442,SUB_009853,2026-03-31,Basic-Ads,(cancelled),Cancellation,Service
CHG_003443,SUB_009855,2026-03-23,Standard,(cancelled),Cancellation,Cost
CHG_003444,SUB_009859,2025-06-10,Standard,(cancelled),Cancellation,Content
CHG_003445,SUB_009861,2025-06-26,Basic-Ads,(cancelled),Cancellation,Other
CHG_003446,SUB_009863,2026-01-09,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003447,SUB_009864,2025-08-31,Basic-Ads,(cancelled),Cancellation,Service
CHG_003448,SUB_009865,2026-03-14,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003449,SUB_009867,2026-01-03,Standard,(cancelled),Cancellation,Cost
CHG_003450,SUB_009868,2025-11-18,Basic-Ads,(cancelled),Cancellation,Content
CHG_003451,SUB_009870,2026-01-10,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003452,SUB_009873,2026-03-30,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003453,SUB_009874,2026-01-25,Standard,(cancelled),Cancellation,Content
CHG_003454,SUB_009881,2026-03-28,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003455,SUB_009884,2025-11-08,Basic-Ads,(cancelled),Cancellation,Technical
CHG_003456,SUB_009886,2026-01-09,Basic-Ads,(cancelled),Cancellation,Content
CHG_003457,SUB_009887,2026-02-12,Basic-Ads,(cancelled),Cancellation,Other
CHG_003458,SUB_009893,2025-12-08,Standard,(cancelled),Cancellation,Content
CHG_003459,SUB_009894,2025-08-24,Standard,(cancelled),Cancellation,Content
CHG_003460,SUB_009896,2025-09-08,Basic-Ads,(cancelled),Cancellation,Content
CHG_003461,SUB_009898,2025-04-09,Basic-Ads,(cancelled),Cancellation,Technical
CHG_003462,SUB_009903,2026-03-18,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003463,SUB_009906,2025-08-21,Standard,(cancelled),Cancellation,Cost
CHG_003464,SUB_009908,2026-03-04,Premium,(cancelled),Cancellation,Service
CHG_003465,SUB_009909,2025-05-20,Premium,(cancelled),Cancellation,Cost
CHG_003466,SUB_009910,2025-07-20,Basic-Ads,(cancelled),Cancellation,Other
CHG_003467,SUB_009911,2025-04-01,Premium,(cancelled),Cancellation,Cost
CHG_003468,SUB_009915,2025-12-20,Standard,(cancelled),Cancellation,Cost
CHG_003469,SUB_009916,2025-05-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003470,SUB_009917,2026-02-11,Basic-Ads,(cancelled),Cancellation,Content
CHG_003471,SUB_009921,2026-01-24,Basic-Ads,(cancelled),Cancellation,Content
CHG_003472,SUB_009924,2026-01-01,Basic-Ads,(cancelled),Cancellation,Service
CHG_003473,SUB_009926,2026-02-10,Premium,(cancelled),Cancellation,Cost
CHG_003474,SUB_009927,2025-09-24,Basic-Ads,(cancelled),Cancellation,Content
CHG_003475,SUB_009933,2025-08-27,Standard,(cancelled),Cancellation,Content
CHG_003476,SUB_009935,2025-10-11,Standard,(cancelled),Cancellation,Cost
CHG_003477,SUB_009939,2025-10-08,Basic-Ads,(cancelled),Cancellation,Other
CHG_003478,SUB_009941,2025-09-05,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003479,SUB_009942,2026-02-03,Premium,(cancelled),Cancellation,Cost
CHG_003480,SUB_009944,2025-12-18,Premium,(cancelled),Cancellation,Cost
CHG_003481,SUB_009945,2025-12-14,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003482,SUB_009946,2025-06-15,Premium,(cancelled),Cancellation,Service
CHG_003483,SUB_009948,2025-08-23,Standard,(cancelled),Cancellation,Cost
CHG_003484,SUB_009949,2026-02-28,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003485,SUB_009953,2026-02-20,Standard,(cancelled),Cancellation,Cost
CHG_003486,SUB_009954,2025-05-25,Premium,(cancelled),Cancellation,Cost
CHG_003487,SUB_009957,2026-02-19,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003488,SUB_009959,2026-02-01,Basic-Ads,(cancelled),Cancellation,Content
CHG_003489,SUB_009963,2026-03-21,Basic-Ads,(cancelled),Cancellation,Other
CHG_003490,SUB_009967,2025-10-25,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003491,SUB_009970,2025-06-25,Standard,(cancelled),Cancellation,Technical
CHG_003492,SUB_009974,2025-07-02,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003493,SUB_009979,2026-02-11,Basic-Ads,(cancelled),Cancellation,Other
CHG_003494,SUB_009980,2026-01-23,Basic-Ads,(cancelled),Cancellation,Content
CHG_003495,SUB_009983,2025-04-12,Basic-Ads,(cancelled),Cancellation,Service
CHG_003496,SUB_009987,2025-05-30,Standard,(cancelled),Cancellation,Cost
CHG_003497,SUB_009988,2025-12-27,Basic-Ads,(cancelled),Cancellation,Cost
CHG_003498,SUB_009991,2025-11-19,Basic-Ads,(cancelled),Cancellation,Technical
CHG_003499,SUB_009993,2025-06-24,Standard,(cancelled),Cancellation,Cost
CHG_003500,SUB_009994,2025-10-23,Premium,(cancelled),Cancellation,Cost
CHG_003501,SUB_009997,2025-11-26,Basic-Ads,(cancelled),Cancellation,Content
CHG_003502,SUB_001732,2026-03-27,Standard,Basic-Ads,Downgrade,NoReason
CHG_003503,SUB_004743,2025-08-02,Standard,Basic-Ads,Downgrade,NoReason
CHG_003504,SUB_006341,2025-04-20,Standard,Premium,Upgrade,NoReason
CHG_003505,SUB_006364,2025-10-23,Basic-Ads,Standard,Upgrade,NoReason
CHG_003506,SUB_000440,2025-10-12,Basic-Ads,Standard,Upgrade,NoReason
CHG_003507,SUB_004000,2026-01-23,(cancelled),Standard,Reactivation,NoReason
CHG_003508,SUB_000583,2025-07-29,Standard,Basic-Ads,Downgrade,NoReason
CHG_003509,SUB_009931,2026-03-31,Standard,Basic-Ads,Downgrade,NoReason
CHG_003510,SUB_007052,2026-01-07,Premium,Standard,Downgrade,NoReason
CHG_003511,SUB_008159,2025-09-20,Basic-Ads,Standard,Upgrade,NoReason
CHG_003512,SUB_009897,2025-11-17,Standard,Basic-Ads,Downgrade,NoReason
CHG_003513,SUB_002250,2026-02-10,Premium,Standard,Downgrade,NoReason
CHG_003514,SUB_004641,2026-01-07,Premium,Standard,Downgrade,NoReason
CHG_003515,SUB_009486,2026-03-22,Premium,Standard,Downgrade,NoReason
CHG_003516,SUB_001964,2025-12-07,Standard,Premium,Upgrade,NoReason
CHG_003517,SUB_008244,2025-08-27,Standard,Basic-Ads,Downgrade,NoReason
CHG_003518,SUB_006591,2025-08-23,Standard,Premium,Upgrade,NoReason
CHG_003519,SUB_008848,2025-12-29,Standard,Basic-Ads,Downgrade,NoReason
CHG_003520,SUB_000322,2025-08-26,Standard,Basic-Ads,Downgrade,NoReason
CHG_003521,SUB_002679,2025-08-12,Standard,Premium,Upgrade,NoReason
CHG_003522,SUB_004626,2025-11-30,Premium,Standard,Downgrade,NoReason
CHG_003523,SUB_004950,2026-02-28,(cancelled),Basic-Ads,Reactivation,NoReason
CHG_003524,SUB_008329,2025-06-30,Premium,Standard,Downgrade,NoReason
CHG_003525,SUB_003974,2025-12-28,Premium,Standard,Downgrade,NoReason
CHG_003526,SUB_006631,2025-08-01,Basic-Ads,Standard,Upgrade,NoReason
CHG_003527,SUB_008363,2026-02-13,Standard,Basic-Ads,Downgrade,NoReason
CHG_003528,SUB_001514,2026-03-28,Basic-Ads,Standard,Upgrade,NoReason
CHG_003529,SUB_001761,2025-12-05,Standard,Basic-Ads,Downgrade,NoReason
CHG_003530,SUB_003724,2025-06-14,Basic-Ads,Standard,Upgrade,NoReason
CHG_003531,SUB_008285,2025-08-23,Standard,Basic-Ads,Downgrade,NoReason
CHG_003532,SUB_004994,2026-01-22,Basic-Ads,Standard,Upgrade,NoReason
CHG_003533,SUB_003033,2025-07-25,Standard,Basic-Ads,Downgrade,NoReason
CHG_003534,SUB_007939,2025-07-16,Standard,Basic-Ads,Downgrade,NoReason
CHG_003535,SUB_003040,2026-02-19,Premium,Standard,Downgrade,NoReason
CHG_003536,SUB_002546,2025-10-11,Standard,Basic-Ads,Downgrade,NoReason
CHG_003537,SUB_002593,2026-03-30,Premium,Standard,Downgrade,NoReason
CHG_003538,SUB_001189,2025-05-03,Standard,Basic-Ads,Downgrade,NoReason
CHG_003539,SUB_007967,2026-03-31,(cancelled),Standard,Reactivation,NoReason
CHG_003540,SUB_006078,2025-05-20,(cancelled),Premium,Reactivation,NoReason
CHG_003541,SUB_001316,2026-02-25,Basic-Ads,Standard,Upgrade,NoReason
CHG_003542,SUB_008188,2025-05-28,Premium,Standard,Downgrade,NoReason
CHG_003543,SUB_002754,2025-07-11,Basic-Ads,Standard,Upgrade,NoReason
CHG_003544,SUB_002877,2026-03-23,Standard,Basic-Ads,Downgrade,NoReason
CHG_003545,SUB_000800,2025-12-16,Standard,Basic-Ads,Downgrade,NoReason
CHG_003546,SUB_002895,2026-03-29,Basic-Ads,Standard,Upgrade,NoReason
CHG_003547,SUB_002928,2025-07-07,Standard,Basic-Ads,Downgrade,NoReason
CHG_003548,SUB_008179,2026-02-08,Premium,Standard,Downgrade,NoReason
CHG_003549,SUB_000972,2025-07-01,Basic-Ads,Standard,Upgrade,NoReason
CHG_003550,SUB_006688,2025-09-16,Standard,Basic-Ads,Downgrade,NoReason
CHG_003551,SUB_008576,2025-06-19,Standard,Basic-Ads,Downgrade,NoReason
CHG_003552,SUB_009055,2025-09-23,Basic-Ads,Standard,Upgrade,NoReason
CHG_003553,SUB_000953,2025-07-22,Premium,Standard,Downgrade,NoReason
CHG_003554,SUB_005360,2025-05-30,Premium,Standard,Downgrade,NoReason
CHG_003555,SUB_003306,2026-01-31,Premium,Standard,Downgrade,NoReason
CHG_003556,SUB_003007,2025-10-26,Standard,Basic-Ads,Downgrade,NoReason
CHG_003557,SUB_009002,2025-04-23,Standard,Basic-Ads,Downgrade,NoReason
CHG_003558,SUB_007439,2025-08-10,Premium,Standard,Downgrade,NoReason
CHG_003559,SUB_007943,2026-03-24,Standard,Basic-Ads,Downgrade,NoReason
CHG_003560,SUB_001057,2025-05-19,Basic-Ads,Standard,Upgrade,NoReason
CHG_003561,SUB_009190,2025-09-11,Standard,Premium,Upgrade,NoReason
CHG_003562,SUB_007826,2025-08-24,Standard,Premium,Upgrade,NoReason
CHG_003563,SUB_007232,2025-04-02,Standard,Premium,Upgrade,NoReason
CHG_003564,SUB_004904,2025-10-12,Premium,Standard,Downgrade,NoReason
CHG_003565,SUB_006844,2025-06-28,Standard,Basic-Ads,Downgrade,NoReason
CHG_003566,SUB_004004,2025-05-04,Standard,Basic-Ads,Downgrade,NoReason
CHG_003567,SUB_008710,2025-12-10,Premium,Standard,Downgrade,NoReason
CHG_003568,SUB_007641,2025-04-09,Basic-Ads,Standard,Upgrade,NoReason
CHG_003569,SUB_002345,2025-08-06,Standard,Basic-Ads,Downgrade,NoReason
CHG_003570,SUB_005971,2025-10-03,Premium,Standard,Downgrade,NoReason
CHG_003571,SUB_004696,2025-05-31,Standard,Basic-Ads,Downgrade,NoReason
CHG_003572,SUB_003400,2025-08-30,Standard,Premium,Upgrade,NoReason
CHG_003573,SUB_001225,2026-03-04,Standard,Premium,Upgrade,NoReason
CHG_003574,SUB_006293,2025-11-28,Basic-Ads,Standard,Upgrade,NoReason
CHG_003575,SUB_003123,2025-06-13,Standard,Basic-Ads,Downgrade,NoReason
CHG_003576,SUB_005795,2025-09-17,Standard,Basic-Ads,Downgrade,NoReason
CHG_003577,SUB_000097,2026-03-13,Standard,Premium,Upgrade,NoReason
CHG_003578,SUB_001513,2025-07-14,Standard,Basic-Ads,Downgrade,NoReason
CHG_003579,SUB_008792,2026-02-14,Standard,Basic-Ads,Downgrade,NoReason
CHG_003580,SUB_000120,2026-03-13,Standard,Basic-Ads,Downgrade,NoReason
CHG_003581,SUB_007792,2025-09-22,Basic-Ads,Standard,Upgrade,NoReason
CHG_003582,SUB_006518,2025-08-25,Standard,Premium,Upgrade,NoReason
CHG_003583,SUB_006831,2026-02-01,Premium,Standard,Downgrade,NoReason
CHG_003584,SUB_001069,2025-09-05,Standard,Basic-Ads,Downgrade,NoReason
CHG_003585,SUB_001348,2025-05-14,Premium,Standard,Downgrade,NoReason
CHG_003586,SUB_004748,2025-09-09,Standard,Premium,Upgrade,NoReason
CHG_003587,SUB_003818,2026-02-28,Standard,Basic-Ads,Downgrade,NoReason
CHG_003588,SUB_008447,2025-05-07,Standard,Premium,Upgrade,NoReason
CHG_003589,SUB_005270,2025-11-27,Basic-Ads,Standard,Upgrade,NoReason
CHG_003590,SUB_005310,2025-12-08,Premium,Standard,Downgrade,NoReason
CHG_003591,SUB_000032,2025-05-07,Standard,Basic-Ads,Downgrade,NoReason
CHG_003592,SUB_004387,2026-02-04,Premium,Standard,Downgrade,NoReason
CHG_003593,SUB_000030,2025-08-13,Standard,Basic-Ads,Downgrade,NoReason
CHG_003594,SUB_004203,2025-09-20,Standard,Basic-Ads,Downgrade,NoReason
CHG_003595,SUB_000736,2025-10-01,Basic-Ads,Standard,Upgrade,NoReason
CHG_003596,SUB_008895,2025-04-04,Standard,Basic-Ads,Downgrade,NoReason
CHG_003597,SUB_008021,2025-11-08,Standard,Basic-Ads,Downgrade,NoReason
CHG_003598,SUB_002233,2025-04-14,Basic-Ads,Standard,Upgrade,NoReason
CHG_003599,SUB_009413,2025-05-26,Basic-Ads,Standard,Upgrade,NoReason
CHG_003600,SUB_000305,2026-03-22,Standard,Basic-Ads,Downgrade,NoReason
CHG_003601,SUB_008966,2025-05-25,Standard,Premium,Upgrade,NoReason
CHG_003602,SUB_004514,2026-03-31,(cancelled),Standard,Reactivation,NoReason
CHG_003603,SUB_005911,2025-11-03,Premium,Standard,Downgrade,NoReason
CHG_003604,SUB_003899,2025-09-04,Standard,Basic-Ads,Downgrade,NoReason
CHG_003605,SUB_005441,2025-07-01,Standard,Premium,Upgrade,NoReason
CHG_003606,SUB_000622,2025-04-19,Standard,Premium,Upgrade,NoReason
CHG_003607,SUB_000714,2025-06-03,Premium,Standard,Downgrade,NoReason
CHG_003608,SUB_008404,2025-09-10,Premium,Standard,Downgrade,NoReason
CHG_003609,SUB_002856,2025-06-04,Standard,Basic-Ads,Downgrade,NoReason
CHG_003610,SUB_004517,2025-09-25,Basic-Ads,Standard,Upgrade,NoReason
CHG_003611,SUB_003913,2026-03-26,Standard,Basic-Ads,Downgrade,NoReason
CHG_003612,SUB_005199,2026-02-28,Standard,Basic-Ads,Downgrade,NoReason
CHG_003613,SUB_000260,2025-08-15,Premium,Standard,Downgrade,NoReason
CHG_003614,SUB_009203,2025-04-29,Standard,Basic-Ads,Downgrade,NoReason
CHG_003615,SUB_000519,2026-02-08,Standard,Basic-Ads,Downgrade,NoReason
CHG_003616,SUB_000312,2025-11-24,Premium,Standard,Downgrade,NoReason
CHG_003617,SUB_003232,2026-03-28,Standard,Basic-Ads,Downgrade,NoReason
CHG_003618,SUB_007458,2026-02-13,Basic-Ads,Standard,Upgrade,NoReason
CHG_003619,SUB_005184,2025-07-09,Basic-Ads,Standard,Upgrade,NoReason
CHG_003620,SUB_008077,2025-06-23,Premium,Standard,Downgrade,NoReason
CHG_003621,SUB_006502,2026-01-11,Standard,Basic-Ads,Downgrade,NoReason
CHG_003622,SUB_006791,2025-11-07,Basic-Ads,Standard,Upgrade,NoReason
CHG_003623,SUB_007842,2025-06-04,Standard,Basic-Ads,Downgrade,NoReason
CHG_003624,SUB_006262,2025-09-03,Standard,Premium,Upgrade,NoReason
CHG_003625,SUB_001248,2026-02-26,(cancelled),Standard,Reactivation,NoReason
CHG_003626,SUB_009336,2025-04-08,Standard,Basic-Ads,Downgrade,NoReason
CHG_003627,SUB_000959,2025-11-14,Premium,Standard,Downgrade,NoReason
CHG_003628,SUB_005742,2025-06-04,Standard,Basic-Ads,Downgrade,NoReason
CHG_003629,SUB_001113,2026-03-12,Standard,Basic-Ads,Downgrade,NoReason
CHG_003630,SUB_002689,2025-08-16,Standard,Basic-Ads,Downgrade,NoReason
CHG_003631,SUB_006473,2025-05-10,Standard,Basic-Ads,Downgrade,NoReason
CHG_003632,SUB_007808,2026-03-30,Standard,Basic-Ads,Downgrade,NoReason
CHG_003633,SUB_000081,2026-03-30,Standard,Basic-Ads,Downgrade,NoReason
CHG_003634,SUB_001510,2025-11-01,Premium,Standard,Downgrade,NoReason
CHG_003635,SUB_007822,2025-07-06,Standard,Premium,Upgrade,NoReason
CHG_003636,SUB_000093,2026-02-22,Standard,Premium,Upgrade,NoReason
CHG_003637,SUB_006600,2026-03-31,Premium,Standard,Downgrade,NoReason
CHG_003638,SUB_007602,2025-12-10,Basic-Ads,Standard,Upgrade,NoReason
CHG_003639,SUB_003835,2025-09-11,Basic-Ads,Standard,Upgrade,NoReason
CHG_003640,SUB_004322,2026-03-31,Standard,Premium,Upgrade,NoReason
CHG_003641,SUB_003394,2026-01-29,Standard,Basic-Ads,Downgrade,NoReason
CHG_003642,SUB_007229,2025-10-22,Standard,Premium,Upgrade,NoReason
CHG_003643,SUB_001148,2026-02-03,Basic-Ads,Standard,Upgrade,NoReason
CHG_003644,SUB_005666,2025-12-07,Standard,Premium,Upgrade,NoReason
CHG_003645,SUB_001563,2025-06-12,Premium,Standard,Downgrade,NoReason
CHG_003646,SUB_004113,2026-02-14,Basic-Ads,Standard,Upgrade,NoReason
CHG_003647,SUB_009276,2025-05-01,Standard,Basic-Ads,Downgrade,NoReason
CHG_003648,SUB_005854,2025-05-25,Standard,Premium,Upgrade,NoReason
CHG_003649,SUB_007619,2025-07-13,Basic-Ads,Standard,Upgrade,NoReason
CHG_003650,SUB_001594,2026-02-22,Standard,Basic-Ads,Downgrade,NoReason
CHG_003651,SUB_007418,2025-05-12,Standard,Basic-Ads,Downgrade,NoReason
CHG_003652,SUB_000089,2025-04-08,(cancelled),Standard,Reactivation,NoReason
CHG_003653,SUB_008695,2025-12-05,Premium,Standard,Downgrade,NoReason
CHG_003654,SUB_009446,2025-06-20,Standard,Premium,Upgrade,NoReason
CHG_003655,SUB_006754,2026-03-26,Standard,Basic-Ads,Downgrade,NoReason
CHG_003656,SUB_002234,2026-02-07,Basic-Ads,Standard,Upgrade,NoReason
CHG_003657,SUB_007170,2025-05-16,Standard,Premium,Upgrade,NoReason
CHG_003658,SUB_008337,2025-07-10,Standard,Basic-Ads,Downgrade,NoReason
CHG_003659,SUB_006551,2025-07-14,Standard,Basic-Ads,Downgrade,NoReason
CHG_003660,SUB_007643,2025-10-22,Premium,Standard,Downgrade,NoReason
CHG_003661,SUB_006164,2025-12-11,Basic-Ads,Standard,Upgrade,NoReason
CHG_003662,SUB_001495,2025-07-22,Standard,Premium,Upgrade,NoReason
CHG_003663,SUB_007696,2025-09-13,Premium,Standard,Downgrade,NoReason
CHG_003664,SUB_007094,2025-04-28,Standard,Basic-Ads,Downgrade,NoReason
CHG_003665,SUB_003401,2025-06-10,Premium,Standard,Downgrade,NoReason
CHG_003666,SUB_000109,2025-06-21,Standard,Basic-Ads,Downgrade,NoReason
CHG_003667,SUB_005636,2026-01-31,Basic-Ads,Standard,Upgrade,NoReason
CHG_003668,SUB_005560,2025-09-04,Standard,Premium,Upgrade,NoReason
CHG_003669,SUB_008143,2026-03-02,Basic-Ads,Standard,Upgrade,NoReason
CHG_003670,SUB_008664,2026-02-16,Basic-Ads,Standard,Upgrade,NoReason
CHG_003671,SUB_006596,2025-04-05,Basic-Ads,Standard,Upgrade,NoReason
CHG_003672,SUB_000624,2025-09-26,Standard,Premium,Upgrade,NoReason
CHG_003673,SUB_007437,2025-04-17,Basic-Ads,Standard,Upgrade,NoReason
CHG_003674,SUB_004218,2025-04-04,Premium,Standard,Downgrade,NoReason
CHG_003675,SUB_006429,2026-02-13,Premium,Standard,Downgrade,NoReason
CHG_003676,SUB_006827,2025-07-11,Standard,Basic-Ads,Downgrade,NoReason
CHG_003677,SUB_004131,2025-11-10,Premium,Standard,Downgrade,NoReason
CHG_003678,SUB_004141,2025-09-30,Standard,Basic-Ads,Downgrade,NoReason
CHG_003679,SUB_002030,2025-04-05,Basic-Ads,Standard,Upgrade,NoReason
CHG_003680,SUB_003993,2025-04-12,Basic-Ads,Standard,Upgrade,NoReason
CHG_003681,SUB_007377,2026-03-22,Basic-Ads,Standard,Upgrade,NoReason
CHG_003682,SUB_004732,2025-09-12,Premium,Standard,Downgrade,NoReason
CHG_003683,SUB_008135,2025-08-02,Standard,Premium,Upgrade,NoReason
CHG_003684,SUB_008110,2025-06-01,Standard,Basic-Ads,Downgrade,NoReason
CHG_003685,SUB_006952,2026-03-05,Basic-Ads,Standard,Upgrade,NoReason
CHG_003686,SUB_006005,2025-07-29,Standard,Basic-Ads,Downgrade,NoReason
CHG_003687,SUB_003542,2025-07-12,Basic-Ads,Standard,Upgrade,NoReason
CHG_003688,SUB_008732,2025-07-23,Standard,Basic-Ads,Downgrade,NoReason
CHG_003689,SUB_003873,2025-08-24,Standard,Premium,Upgrade,NoReason
CHG_003690,SUB_002255,2025-10-18,Basic-Ads,Standard,Upgrade,NoReason
CHG_003691,SUB_005460,2026-02-18,Standard,Basic-Ads,Downgrade,NoReason
CHG_003692,SUB_004956,2026-03-02,Basic-Ads,Standard,Upgrade,NoReason
CHG_003693,SUB_007397,2025-11-25,Standard,Basic-Ads,Downgrade,NoReason
CHG_003694,SUB_009101,2025-06-19,Standard,Basic-Ads,Downgrade,NoReason
CHG_003695,SUB_004852,2026-02-18,Standard,Premium,Upgrade,NoReason
CHG_003696,SUB_001122,2026-02-26,Standard,Basic-Ads,Downgrade,NoReason
CHG_003697,SUB_002911,2025-06-13,Basic-Ads,Standard,Upgrade,NoReason
CHG_003698,SUB_007384,2025-09-21,Premium,Standard,Downgrade,NoReason
CHG_003699,SUB_006267,2025-09-02,Standard,Premium,Upgrade,NoReason
CHG_003700,SUB_002459,2026-01-20,Premium,Standard,Downgrade,NoReason
CHG_003701,SUB_003313,2026-01-31,Standard,Basic-Ads,Downgrade,NoReason
CHG_003702,SUB_001254,2025-10-27,Basic-Ads,Standard,Upgrade,NoReason
CHG_003703,SUB_006835,2026-01-14,Basic-Ads,Standard,Upgrade,NoReason
CHG_003704,SUB_008795,2026-02-05,Standard,Basic-Ads,Downgrade,NoReason
CHG_003705,SUB_003838,2025-04-19,Standard,Basic-Ads,Downgrade,NoReason
CHG_003706,SUB_004399,2025-11-06,Standard,Basic-Ads,Downgrade,NoReason
CHG_003707,SUB_003596,2025-08-22,Standard,Basic-Ads,Downgrade,NoReason
CHG_003708,SUB_002125,2025-08-01,Basic-Ads,Standard,Upgrade,NoReason
CHG_003709,SUB_005404,2025-08-07,Standard,Basic-Ads,Downgrade,NoReason
CHG_003710,SUB_005999,2026-02-15,Standard,Premium,Upgrade,NoReason
CHG_003711,SUB_002674,2026-03-25,Standard,Basic-Ads,Downgrade,NoReason
CHG_003712,SUB_008721,2025-06-21,Basic-Ads,Standard,Upgrade,NoReason
CHG_003713,SUB_008850,2025-11-11,Premium,Standard,Downgrade,NoReason
CHG_003714,SUB_001085,2026-03-13,Basic-Ads,Standard,Upgrade,NoReason
CHG_003715,SUB_007156,2026-01-14,Premium,Standard,Downgrade,NoReason
CHG_003716,SUB_002885,2025-10-19,Standard,Basic-Ads,Downgrade,NoReason
CHG_003717,SUB_000334,2025-10-15,Basic-Ads,Standard,Upgrade,NoReason
CHG_003718,SUB_007205,2026-02-09,Basic-Ads,Standard,Upgrade,NoReason
CHG_003719,SUB_004368,2025-09-08,(cancelled),Standard,Reactivation,NoReason
CHG_003720,SUB_007204,2025-04-05,Standard,Premium,Upgrade,NoReason
CHG_003721,SUB_001499,2026-01-19,Basic-Ads,Standard,Upgrade,NoReason
CHG_003722,SUB_009644,2026-03-23,Standard,Basic-Ads,Downgrade,NoReason
CHG_003723,SUB_008311,2026-03-03,Standard,Premium,Upgrade,NoReason
CHG_003724,SUB_007591,2025-04-01,Basic-Ads,Standard,Upgrade,NoReason
CHG_003725,SUB_009156,2025-12-21,Basic-Ads,Standard,Upgrade,NoReason
CHG_003726,SUB_008175,2025-05-19,Premium,Standard,Downgrade,NoReason
CHG_003727,SUB_006071,2025-12-10,Standard,Basic-Ads,Downgrade,NoReason
CHG_003728,SUB_002665,2025-12-09,Basic-Ads,Standard,Upgrade,NoReason
CHG_003729,SUB_005909,2025-10-27,Basic-Ads,Standard,Upgrade,NoReason
CHG_003730,SUB_005051,2026-01-29,Standard,Basic-Ads,Downgrade,NoReason
CHG_003731,SUB_006329,2026-02-26,Standard,Basic-Ads,Downgrade,NoReason
CHG_003732,SUB_009734,2025-06-20,Premium,Standard,Downgrade,NoReason
CHG_003733,SUB_001692,2025-05-07,Premium,Standard,Downgrade,NoReason
CHG_003734,SUB_005573,2026-01-30,Premium,Standard,Downgrade,NoReason
CHG_003735,SUB_005767,2025-10-06,Standard,Premium,Upgrade,NoReason
CHG_003736,SUB_005157,2026-03-29,Standard,Premium,Upgrade,NoReason
CHG_003737,SUB_000734,2025-06-07,Standard,Basic-Ads,Downgrade,NoReason
CHG_003738,SUB_009188,2026-01-16,Basic-Ads,Standard,Upgrade,NoReason
CHG_003739,SUB_001559,2026-03-22,Basic-Ads,Standard,Upgrade,NoReason
CHG_003740,SUB_000102,2025-06-08,Basic-Ads,Standard,Upgrade,NoReason
CHG_003741,SUB_007202,2026-03-07,Standard,Premium,Upgrade,NoReason
CHG_003742,SUB_008215,2025-09-28,Standard,Basic-Ads,Downgrade,NoReason
CHG_003743,SUB_008945,2025-11-13,Premium,Standard,Downgrade,NoReason
CHG_003744,SUB_003474,2025-12-03,Premium,Standard,Downgrade,NoReason
CHG_003745,SUB_000484,2025-10-24,Premium,Standard,Downgrade,NoReason
CHG_003746,SUB_000347,2025-09-09,Standard,Basic-Ads,Downgrade,NoReason
CHG_003747,SUB_005482,2025-08-08,Premium,Standard,Downgrade,NoReason
CHG_003748,SUB_001473,2025-05-28,Standard,Basic-Ads,Downgrade,NoReason
CHG_003749,SUB_006766,2025-06-30,Premium,Standard,Downgrade,NoReason
CHG_003750,SUB_008707,2025-11-05,Standard,Basic-Ads,Downgrade,NoReason
CHG_003751,SUB_002214,2025-05-19,Basic-Ads,Standard,Upgrade,NoReason
CHG_003752,SUB_000857,2025-05-05,Standard,Basic-Ads,Downgrade,NoReason
CHG_003753,SUB_005886,2025-04-09,Standard,Basic-Ads,Downgrade,NoReason
