ticket_id,subscriber_id,ticket_date,issue_category,resolution_status,resolution_time_hours,csat_score,contact_channel
TKT_002355,SUB_007687,2025-06-01,Streaming Quality,Unresolved,24.0,,In-App
TKT_002356,SUB_007695,2025-10-17,Streaming Quality,Unresolved,8.7,3.0,In-App
TKT_002357,SUB_007695,2025-12-24,Account Access,Resolved,9.6,5.0,In-App
TKT_002358,SUB_007703,2026-01-07,Billing,Resolved,3.6,5.0,In-App
TKT_002359,SUB_007704,2025-05-09,Content Request,Resolved,30.1,5.0,Email
TKT_002360,SUB_007711,2025-07-31,Cancellation Help,Resolved,1.6,5.0,Chat
TKT_002361,SUB_007711,2025-08-26,Billing,Unresolved,9.8,,In-App
TKT_002362,SUB_007723,2025-05-12,Billing,Resolved,21.1,4.0,Chat
TKT_002363,SUB_007723,2025-05-14,Billing,Resolved,7.0,,Email
TKT_002364,SUB_007733,2026-02-17,Content Request,Resolved,15.9,5.0,Chat
TKT_002365,SUB_007740,2026-02-26,Content Request,Pending,65.2,3.0,In-App
TKT_002366,SUB_007740,2026-01-29,Content Request,Customer-Closed,3.3,1.0,Chat
TKT_002367,SUB_007740,2026-01-12,Streaming Quality,Resolved,16.7,5.0,Chat
TKT_002368,SUB_007740,2026-03-09,Billing,Resolved,3.6,5.0,Email
TKT_002369,SUB_007743,2025-11-02,Streaming Quality,Resolved,4.6,4.0,In-App
TKT_002370,SUB_007743,2025-09-29,Account Access,Resolved,10.0,5.0,In-App
TKT_002371,SUB_007743,2025-09-19,Billing,Resolved,4.8,,In-App
TKT_002372,SUB_007758,2025-05-20,Cancellation Help,Resolved,3.6,,Chat
TKT_002373,SUB_007760,2025-09-13,Billing,Resolved,37.8,5.0,Chat
TKT_002374,SUB_007762,2026-01-20,Billing,Customer-Closed,12.5,2.0,Chat
TKT_002375,SUB_007764,2025-10-25,Billing,Unresolved,35.6,2.0,In-App
TKT_002376,SUB_007767,2026-01-22,Streaming Quality,Resolved,18.9,4.0,In-App
TKT_002377,SUB_007769,2026-01-28,Streaming Quality,Pending,20.3,,In-App
TKT_002378,SUB_007769,2026-01-31,Content Request,Customer-Closed,4.0,1.0,In-App
TKT_002379,SUB_007769,2026-01-22,Account Access,Resolved,9.9,,In-App
TKT_002380,SUB_007773,2025-11-01,Account Access,Unresolved,8.3,,In-App
TKT_002381,SUB_007788,2025-06-19,Streaming Quality,Resolved,38.0,3.0,In-App
TKT_002382,SUB_007792,2025-12-10,Account Access,Unresolved,7.4,3.0,In-App
TKT_002383,SUB_007801,2025-06-17,Content Request,Pending,20.4,1.0,In-App
TKT_002384,SUB_007807,2025-04-16,Streaming Quality,Resolved,25.8,5.0,Chat
TKT_002385,SUB_007807,2025-04-14,Account Access,Customer-Closed,5.2,,Email
TKT_002386,SUB_007814,2025-05-13,Streaming Quality,Unresolved,3.0,3.0,In-App
TKT_002387,SUB_007814,2025-05-07,Account Access,Unresolved,4.3,3.0,Chat
TKT_002388,SUB_007814,2025-04-23,Account Access,Unresolved,7.9,1.0,Email
TKT_002389,SUB_007820,2026-02-18,Account Access,Resolved,12.3,5.0,In-App
TKT_002390,SUB_007826,2025-04-05,Billing,Customer-Closed,14.5,,In-App
TKT_002391,SUB_007832,2026-03-25,Streaming Quality,Resolved,55.0,,Chat
TKT_002392,SUB_007833,2025-04-30,Billing,Unresolved,8.8,2.0,Chat
TKT_002393,SUB_007838,2026-02-05,Cancellation Help,Resolved,7.3,,Phone
TKT_002394,SUB_007840,2025-07-08,Account Access,Resolved,5.7,,In-App
TKT_002395,SUB_007842,2025-07-04,Account Access,Customer-Closed,20.9,3.0,In-App
TKT_002396,SUB_007843,2025-08-11,Streaming Quality,Resolved,4.8,5.0,In-App
TKT_002397,SUB_007845,2026-02-28,Account Access,Unresolved,14.7,2.0,In-App
TKT_002398,SUB_007845,2025-12-11,Streaming Quality,Resolved,5.0,,In-App
TKT_002399,SUB_007847,2025-06-11,Content Request,Resolved,17.0,5.0,In-App
TKT_002400,SUB_007847,2025-08-25,Billing,Customer-Closed,8.6,2.0,Email
TKT_002401,SUB_007854,2025-09-08,Billing,Resolved,20.4,5.0,Email
TKT_002402,SUB_007854,2025-08-19,Account Access,Unresolved,8.8,2.0,Email
TKT_002403,SUB_007854,2025-06-23,Billing,Resolved,30.8,4.0,Chat
TKT_002404,SUB_007854,2025-06-05,Streaming Quality,Resolved,42.1,,Phone
TKT_002405,SUB_007858,2025-08-03,Billing,Resolved,17.4,5.0,Phone
TKT_002406,SUB_007886,2025-07-09,Account Access,Customer-Closed,17.2,1.0,In-App
TKT_002407,SUB_007888,2025-06-24,Account Access,Pending,4.4,3.0,In-App
TKT_002408,SUB_007891,2025-05-07,Streaming Quality,Resolved,7.8,5.0,In-App
TKT_002409,SUB_007891,2025-08-01,Account Access,Resolved,3.8,3.0,Chat
TKT_002410,SUB_007891,2025-08-16,Account Access,Resolved,8.8,3.0,Email
TKT_002411,SUB_007892,2025-06-07,Account Access,Customer-Closed,4.2,,In-App
TKT_002412,SUB_007898,2025-04-07,Content Request,Pending,8.0,,In-App
TKT_002413,SUB_007899,2026-03-08,Streaming Quality,Resolved,12.5,5.0,Chat
TKT_002414,SUB_007902,2025-04-07,Content Request,Unresolved,33.4,1.0,Chat
TKT_002415,SUB_007904,2025-08-10,Billing,Resolved,9.7,,In-App
TKT_002416,SUB_007919,2026-02-24,Billing,Resolved,8.7,5.0,In-App
TKT_002417,SUB_007919,2026-02-01,Streaming Quality,Resolved,10.8,5.0,Email
TKT_002418,SUB_007919,2026-01-31,Cancellation Help,Resolved,10.8,5.0,In-App
TKT_002419,SUB_007920,2025-06-03,Content Request,Resolved,7.6,5.0,In-App
TKT_002420,SUB_007920,2025-06-27,Streaming Quality,Resolved,19.1,,In-App
TKT_002421,SUB_007923,2025-11-10,Streaming Quality,Unresolved,55.2,3.0,Chat
TKT_002422,SUB_007927,2025-10-22,Account Access,Unresolved,29.6,2.0,Email
TKT_002423,SUB_007939,2025-11-15,Account Access,Resolved,14.8,3.0,Chat
TKT_002424,SUB_007955,2026-03-06,Billing,Resolved,1.4,4.0,Phone
TKT_002425,SUB_007955,2025-10-27,Content Request,Resolved,10.7,3.0,Email
TKT_002426,SUB_007955,2026-03-01,Billing,Unresolved,10.4,2.0,Phone
TKT_002427,SUB_007956,2025-03-31,Billing,Resolved,13.0,5.0,Chat
TKT_002428,SUB_007956,2025-04-04,Cancellation Help,Resolved,17.5,5.0,Chat
TKT_002429,SUB_007964,2025-04-18,Content Request,Customer-Closed,13.3,,In-App
TKT_002430,SUB_007965,2026-01-04,Streaming Quality,Resolved,8.7,5.0,Phone
TKT_002431,SUB_007965,2025-11-02,Streaming Quality,Customer-Closed,5.3,2.0,Email
TKT_002432,SUB_007985,2025-04-15,Billing,Resolved,4.8,5.0,In-App
TKT_002433,SUB_007985,2025-08-20,Streaming Quality,Resolved,28.4,,Chat
TKT_002434,SUB_008002,2025-07-12,Streaming Quality,Resolved,20.4,,Chat
TKT_002435,SUB_008005,2025-05-19,Billing,Resolved,14.1,4.0,Chat
TKT_002436,SUB_008011,2026-01-23,Content Request,Resolved,44.1,4.0,In-App
TKT_002437,SUB_008012,2026-01-22,Streaming Quality,Resolved,22.2,,Phone
TKT_002438,SUB_008012,2026-01-21,Billing,Resolved,64.7,5.0,Email
TKT_002439,SUB_008013,2026-03-04,Account Access,Unresolved,39.2,,Phone
TKT_002440,SUB_008018,2025-11-29,Billing,Resolved,9.1,,In-App
TKT_002441,SUB_008018,2025-11-11,Billing,Resolved,13.4,,In-App
TKT_002442,SUB_008025,2026-03-02,Billing,Resolved,20.9,5.0,Email
TKT_002443,SUB_008029,2025-08-27,Billing,Pending,8.8,3.0,Phone
TKT_002444,SUB_008030,2025-05-02,Content Request,Resolved,14.8,3.0,Chat
TKT_002445,SUB_008030,2025-04-26,Streaming Quality,Resolved,51.3,5.0,In-App
TKT_002446,SUB_008032,2025-07-27,Streaming Quality,Resolved,5.7,5.0,In-App
TKT_002447,SUB_008036,2025-07-04,Cancellation Help,Unresolved,51.9,1.0,In-App
TKT_002448,SUB_008039,2026-02-15,Account Access,Resolved,17.1,4.0,Chat
TKT_002449,SUB_008043,2025-06-03,Account Access,Unresolved,1.9,,Chat
TKT_002450,SUB_008043,2025-05-15,Cancellation Help,Resolved,16.9,,In-App
TKT_002451,SUB_008045,2025-06-16,Content Request,Resolved,25.5,5.0,In-App
TKT_002452,SUB_008045,2025-09-19,Billing,Resolved,3.3,4.0,Chat
TKT_002453,SUB_008046,2025-05-17,Content Request,Resolved,0.7,5.0,In-App
TKT_002454,SUB_008053,2026-02-25,Streaming Quality,Unresolved,14.9,2.0,Phone
TKT_002455,SUB_008067,2025-09-21,Billing,Resolved,11.2,5.0,Phone
TKT_002456,SUB_008069,2025-11-30,Content Request,Resolved,84.9,5.0,In-App
TKT_002457,SUB_008075,2025-04-28,Billing,Resolved,3.1,,In-App
TKT_002458,SUB_008080,2025-08-19,Streaming Quality,Unresolved,14.7,3.0,Chat
TKT_002459,SUB_008081,2025-11-10,Cancellation Help,Pending,12.0,1.0,Chat
TKT_002460,SUB_008084,2025-11-05,Cancellation Help,Pending,7.1,2.0,In-App
TKT_002461,SUB_008086,2025-04-28,Account Access,Unresolved,8.1,2.0,Email
TKT_002462,SUB_008088,2025-04-17,Streaming Quality,Resolved,18.0,4.0,Email
TKT_002463,SUB_008088,2025-04-22,Streaming Quality,Resolved,5.3,,In-App
TKT_002464,SUB_008097,2026-03-31,Streaming Quality,Resolved,2.2,5.0,Email
TKT_002465,SUB_008099,2025-04-29,Billing,Resolved,14.8,,In-App
TKT_002466,SUB_008106,2025-04-06,Account Access,Resolved,76.5,4.0,Chat
TKT_002467,SUB_008121,2025-08-12,Content Request,Resolved,41.4,,Email
TKT_002468,SUB_008121,2026-01-24,Account Access,Resolved,11.1,3.0,In-App
TKT_002469,SUB_008123,2025-07-18,Account Access,Pending,14.8,2.0,In-App
TKT_002470,SUB_008126,2025-09-19,Billing,Customer-Closed,27.5,,In-App
TKT_002471,SUB_008127,2026-02-16,Billing,Resolved,18.0,5.0,In-App
TKT_002472,SUB_008127,2025-11-12,Account Access,Resolved,10.3,,Phone
TKT_002473,SUB_008135,2025-11-07,Account Access,Resolved,25.8,5.0,Email
TKT_002474,SUB_008135,2025-11-10,Cancellation Help,Resolved,7.1,,Email
TKT_002475,SUB_008137,2025-10-28,Billing,Resolved,9.8,4.0,In-App
TKT_002476,SUB_008144,2025-07-16,Streaming Quality,Resolved,9.6,,Email
TKT_002477,SUB_008146,2025-04-10,Streaming Quality,Unresolved,57.4,,Chat
TKT_002478,SUB_008150,2026-01-26,Billing,Resolved,2.7,4.0,In-App
TKT_002479,SUB_008150,2025-09-20,Streaming Quality,Unresolved,9.0,1.0,In-App
TKT_002480,SUB_008156,2025-04-01,Streaming Quality,Resolved,1.9,4.0,Chat
TKT_002481,SUB_008157,2025-11-26,Cancellation Help,Resolved,22.3,5.0,Chat
TKT_002482,SUB_008169,2025-05-30,Streaming Quality,Resolved,3.8,,Chat
TKT_002483,SUB_008172,2025-07-06,Streaming Quality,Resolved,2.2,,Email
TKT_002484,SUB_008183,2026-01-18,Account Access,Resolved,22.4,3.0,Chat
TKT_002485,SUB_008185,2025-07-17,Content Request,Resolved,18.7,3.0,Chat
TKT_002486,SUB_008185,2025-10-22,Cancellation Help,Unresolved,14.3,,Chat
TKT_002487,SUB_008185,2025-10-21,Account Access,Resolved,5.6,,Email
TKT_002488,SUB_008195,2025-12-19,Streaming Quality,Customer-Closed,9.0,,Chat
TKT_002489,SUB_008195,2025-12-16,Cancellation Help,Resolved,9.7,5.0,In-App
TKT_002490,SUB_008195,2025-12-14,Cancellation Help,Unresolved,15.3,1.0,Chat
TKT_002491,SUB_008197,2026-02-24,Cancellation Help,Resolved,33.4,5.0,In-App
TKT_002492,SUB_008202,2026-01-31,Billing,Resolved,10.0,4.0,Email
TKT_002493,SUB_008204,2025-06-30,Billing,Resolved,4.1,4.0,Phone
TKT_002494,SUB_008204,2025-07-08,Account Access,Unresolved,23.9,3.0,In-App
TKT_002495,SUB_008211,2025-05-03,Content Request,Resolved,8.7,,Chat
TKT_002496,SUB_008224,2025-04-26,Billing,Resolved,31.3,4.0,Chat
TKT_002497,SUB_008224,2025-04-29,Streaming Quality,Resolved,3.1,5.0,In-App
TKT_002498,SUB_008232,2025-05-03,Billing,Resolved,11.9,5.0,Email
TKT_002499,SUB_008232,2025-08-22,Streaming Quality,Unresolved,7.4,,In-App
TKT_002500,SUB_008238,2025-09-01,Content Request,Pending,72.7,,Email
TKT_002501,SUB_008240,2025-07-06,Billing,Resolved,12.9,5.0,In-App
TKT_002502,SUB_008241,2025-05-05,Account Access,Unresolved,23.9,1.0,Email
TKT_002503,SUB_008241,2025-06-02,Content Request,Pending,60.7,2.0,In-App
TKT_002504,SUB_008248,2025-04-27,Billing,Customer-Closed,18.1,2.0,Chat
TKT_002505,SUB_008249,2026-03-22,Content Request,Resolved,9.8,,In-App
TKT_002506,SUB_008249,2026-03-27,Streaming Quality,Pending,23.1,2.0,Email
TKT_002507,SUB_008252,2026-01-02,Account Access,Unresolved,5.8,,Email
TKT_002508,SUB_008252,2025-12-13,Content Request,Resolved,19.3,5.0,In-App
TKT_002509,SUB_008254,2025-10-13,Account Access,Unresolved,43.4,,In-App
TKT_002510,SUB_008254,2025-05-20,Account Access,Unresolved,3.0,2.0,In-App
TKT_002511,SUB_008255,2025-05-11,Account Access,Resolved,4.7,4.0,Email
TKT_002512,SUB_008262,2025-12-03,Streaming Quality,Pending,12.4,,In-App
TKT_002513,SUB_008262,2025-05-10,Streaming Quality,Resolved,18.0,,In-App
TKT_002514,SUB_008262,2025-09-02,Account Access,Resolved,9.1,5.0,Chat
TKT_002515,SUB_008262,2026-03-11,Cancellation Help,Resolved,8.4,4.0,Email
TKT_002516,SUB_008271,2025-08-21,Streaming Quality,Resolved,7.6,4.0,Email
TKT_002517,SUB_008275,2025-08-22,Content Request,Resolved,8.9,4.0,In-App
TKT_002518,SUB_008276,2025-04-12,Account Access,Unresolved,33.3,,In-App
TKT_002519,SUB_008276,2025-06-10,Billing,Unresolved,32.3,1.0,Chat
TKT_002520,SUB_008287,2026-03-12,Account Access,Customer-Closed,31.2,1.0,Email
TKT_002521,SUB_008287,2026-02-04,Billing,Resolved,3.7,,Email
TKT_002522,SUB_008299,2025-10-17,Streaming Quality,Unresolved,110.2,,In-App
TKT_002523,SUB_008299,2025-05-12,Account Access,Customer-Closed,11.8,1.0,Chat
TKT_002524,SUB_008300,2025-03-31,Billing,Unresolved,20.3,2.0,In-App
TKT_002525,SUB_008303,2026-03-30,Streaming Quality,Resolved,8.9,5.0,Phone
TKT_002526,SUB_008307,2026-01-29,Cancellation Help,Resolved,3.0,,In-App
TKT_002527,SUB_008308,2025-10-28,Content Request,Resolved,4.9,,In-App
TKT_002528,SUB_008308,2025-04-22,Billing,Resolved,13.2,5.0,In-App
TKT_002529,SUB_008311,2026-02-12,Account Access,Customer-Closed,17.0,2.0,In-App
TKT_002530,SUB_008312,2025-12-01,Billing,Resolved,83.1,5.0,In-App
TKT_002531,SUB_008314,2026-03-30,Cancellation Help,Resolved,23.4,,Chat
TKT_002532,SUB_008315,2025-10-21,Content Request,Unresolved,14.1,2.0,Phone
TKT_002533,SUB_008316,2025-05-27,Content Request,Unresolved,1.2,1.0,Email
TKT_002534,SUB_008316,2025-05-01,Streaming Quality,Resolved,6.0,,In-App
TKT_002535,SUB_008318,2025-08-28,Streaming Quality,Pending,27.4,3.0,In-App
TKT_002536,SUB_008322,2025-10-16,Streaming Quality,Resolved,10.2,4.0,Chat
TKT_002537,SUB_008322,2025-08-30,Billing,Resolved,25.3,4.0,Chat
TKT_002538,SUB_008322,2025-10-14,Content Request,Resolved,15.1,,Chat
TKT_002539,SUB_008322,2025-08-28,Account Access,Resolved,10.2,,In-App
TKT_002540,SUB_008323,2025-06-23,Streaming Quality,Pending,8.5,,In-App
TKT_002541,SUB_008327,2025-04-25,Billing,Unresolved,24.4,2.0,Email
TKT_002542,SUB_008332,2025-09-01,Content Request,Resolved,17.1,,Chat
TKT_002543,SUB_008339,2025-12-20,Streaming Quality,Resolved,19.9,,Chat
TKT_002544,SUB_008340,2026-03-18,Streaming Quality,Resolved,31.2,5.0,Email
TKT_002545,SUB_008345,2025-07-31,Billing,Resolved,13.4,5.0,Chat
TKT_002546,SUB_008345,2025-06-30,Billing,Resolved,11.8,5.0,Email
TKT_002547,SUB_008348,2025-04-08,Billing,Resolved,2.1,3.0,Phone
TKT_002548,SUB_008348,2025-09-26,Content Request,Unresolved,32.5,1.0,Phone
TKT_002549,SUB_008348,2025-09-09,Billing,Resolved,6.3,5.0,Phone
TKT_002550,SUB_008350,2026-03-29,Content Request,Resolved,15.8,5.0,In-App
TKT_002551,SUB_008357,2026-03-02,Streaming Quality,Pending,9.8,2.0,Chat
TKT_002552,SUB_008359,2025-09-15,Streaming Quality,Resolved,15.0,,Email
TKT_002553,SUB_008360,2026-03-05,Billing,Resolved,16.5,5.0,In-App
TKT_002554,SUB_008362,2025-08-23,Content Request,Customer-Closed,18.0,1.0,Email
TKT_002555,SUB_008362,2025-09-10,Streaming Quality,Unresolved,31.6,,Email
TKT_002556,SUB_008365,2025-04-18,Streaming Quality,Customer-Closed,1.3,,Chat
TKT_002557,SUB_008373,2026-02-21,Content Request,Unresolved,11.0,2.0,Phone
TKT_002558,SUB_008383,2026-03-22,Content Request,Resolved,8.1,,Email
TKT_002559,SUB_008383,2026-03-18,Billing,Resolved,18.2,,Email
TKT_002560,SUB_008399,2025-09-20,Content Request,Resolved,45.2,5.0,Phone
TKT_002561,SUB_008411,2026-03-30,Billing,Resolved,36.0,,Chat
TKT_002562,SUB_008417,2025-04-24,Account Access,Pending,6.3,2.0,Email
TKT_002563,SUB_008418,2025-05-19,Streaming Quality,Unresolved,11.5,1.0,Email
TKT_002564,SUB_008423,2025-04-29,Streaming Quality,Pending,17.6,,Chat
TKT_002565,SUB_008426,2025-12-22,Cancellation Help,Resolved,30.2,,In-App
TKT_002566,SUB_008427,2025-05-25,Billing,Unresolved,15.2,1.0,Email
TKT_002567,SUB_008430,2026-03-29,Content Request,Resolved,37.3,3.0,Email
TKT_002568,SUB_008431,2026-03-29,Account Access,Resolved,3.8,5.0,In-App
TKT_002569,SUB_008435,2025-06-24,Streaming Quality,Unresolved,5.5,1.0,In-App
TKT_002570,SUB_008438,2025-10-23,Account Access,Customer-Closed,40.6,1.0,Email
TKT_002571,SUB_008438,2025-04-18,Billing,Resolved,16.5,5.0,Chat
TKT_002572,SUB_008438,2025-04-15,Content Request,Resolved,15.0,3.0,Email
TKT_002573,SUB_008438,2026-02-17,Content Request,Resolved,13.5,5.0,Chat
TKT_002574,SUB_008448,2026-03-26,Content Request,Pending,2.2,2.0,Email
TKT_002575,SUB_008448,2026-03-24,Account Access,Resolved,30.1,3.0,In-App
TKT_002576,SUB_008452,2025-11-15,Account Access,Resolved,6.6,4.0,Email
TKT_002577,SUB_008453,2026-03-10,Content Request,Resolved,22.1,5.0,Email
TKT_002578,SUB_008453,2026-03-04,Account Access,Resolved,16.2,5.0,Email
TKT_002579,SUB_008455,2025-04-27,Account Access,Resolved,18.9,5.0,Email
TKT_002580,SUB_008460,2025-11-22,Cancellation Help,Unresolved,6.0,2.0,In-App
TKT_002581,SUB_008460,2025-07-12,Cancellation Help,Resolved,2.5,5.0,In-App
TKT_002582,SUB_008464,2025-10-07,Streaming Quality,Customer-Closed,43.5,,In-App
TKT_002583,SUB_008465,2025-09-29,Cancellation Help,Unresolved,20.5,1.0,Phone
TKT_002584,SUB_008477,2025-12-13,Account Access,Unresolved,22.0,2.0,Chat
TKT_002585,SUB_008478,2026-03-30,Content Request,Resolved,47.8,4.0,In-App
TKT_002586,SUB_008482,2026-01-28,Account Access,Unresolved,17.7,3.0,Chat
TKT_002587,SUB_008486,2026-02-16,Content Request,Unresolved,7.5,1.0,Chat
TKT_002588,SUB_008486,2025-12-05,Content Request,Resolved,17.6,,Email
TKT_002589,SUB_008488,2025-09-02,Billing,Resolved,14.8,5.0,In-App
TKT_002590,SUB_008493,2025-07-25,Streaming Quality,Pending,11.3,,Chat
TKT_002591,SUB_008493,2025-09-30,Billing,Unresolved,10.4,1.0,In-App
TKT_002592,SUB_008493,2025-09-12,Content Request,Unresolved,44.8,2.0,Email
TKT_002593,SUB_008494,2026-01-22,Cancellation Help,Resolved,2.6,5.0,In-App
TKT_002594,SUB_008494,2025-10-01,Cancellation Help,Resolved,3.4,3.0,Chat
TKT_002595,SUB_008512,2025-11-15,Content Request,Customer-Closed,9.4,3.0,Chat
TKT_002596,SUB_008514,2025-04-14,Account Access,Unresolved,47.4,2.0,Email
TKT_002597,SUB_008519,2026-01-01,Billing,Resolved,8.5,,Phone
TKT_002598,SUB_008519,2026-01-31,Billing,Resolved,8.4,,Phone
TKT_002599,SUB_008520,2026-02-21,Billing,Resolved,2.9,3.0,In-App
TKT_002600,SUB_008523,2025-11-16,Content Request,Unresolved,9.7,1.0,Chat
TKT_002601,SUB_008523,2025-09-25,Billing,Pending,53.6,1.0,Email
TKT_002602,SUB_008527,2025-11-03,Cancellation Help,Resolved,36.8,5.0,In-App
TKT_002603,SUB_008530,2025-09-17,Streaming Quality,Customer-Closed,18.2,3.0,Email
TKT_002604,SUB_008530,2025-05-17,Content Request,Resolved,2.0,5.0,In-App
TKT_002605,SUB_008533,2025-05-25,Account Access,Unresolved,10.9,1.0,In-App
TKT_002606,SUB_008534,2025-11-10,Account Access,Resolved,36.4,,In-App
TKT_002607,SUB_008548,2025-07-30,Account Access,Unresolved,6.0,2.0,Phone
TKT_002608,SUB_008548,2025-09-29,Account Access,Resolved,27.0,3.0,Phone
TKT_002609,SUB_008550,2025-06-01,Billing,Resolved,9.1,,In-App
TKT_002610,SUB_008552,2026-03-08,Cancellation Help,Pending,8.7,1.0,Email
TKT_002611,SUB_008558,2025-04-30,Streaming Quality,Resolved,8.5,5.0,In-App
TKT_002612,SUB_008562,2025-12-17,Streaming Quality,Resolved,13.5,4.0,In-App
TKT_002613,SUB_008565,2026-01-14,Content Request,Customer-Closed,17.3,2.0,In-App
TKT_002614,SUB_008568,2025-07-15,Streaming Quality,Unresolved,153.4,,Phone
TKT_002615,SUB_008568,2025-11-02,Account Access,Resolved,10.9,3.0,Phone
TKT_002616,SUB_008568,2025-09-07,Content Request,Resolved,6.5,5.0,In-App
TKT_002617,SUB_008573,2025-07-15,Billing,Unresolved,9.2,,In-App
TKT_002618,SUB_008589,2026-03-03,Account Access,Resolved,157.7,,In-App
TKT_002619,SUB_008597,2025-05-04,Account Access,Customer-Closed,32.3,1.0,Email
TKT_002620,SUB_008599,2025-11-06,Billing,Resolved,9.1,5.0,Chat
TKT_002621,SUB_008599,2025-10-24,Account Access,Unresolved,16.6,1.0,In-App
TKT_002622,SUB_008599,2025-11-21,Cancellation Help,Resolved,8.4,5.0,Email
TKT_002623,SUB_008601,2025-10-17,Account Access,Unresolved,6.9,1.0,In-App
TKT_002624,SUB_008601,2025-11-16,Streaming Quality,Customer-Closed,14.4,1.0,Chat
TKT_002625,SUB_008601,2025-08-12,Billing,Resolved,160.0,4.0,In-App
TKT_002626,SUB_008604,2025-09-25,Account Access,Resolved,2.0,,In-App
TKT_002627,SUB_008612,2025-06-10,Billing,Unresolved,14.3,,Chat
TKT_002628,SUB_008616,2025-04-17,Account Access,Unresolved,28.5,,In-App
TKT_002629,SUB_008616,2025-04-10,Billing,Resolved,6.1,,In-App
TKT_002630,SUB_008616,2025-04-15,Billing,Unresolved,8.7,1.0,Chat
TKT_002631,SUB_008616,2025-04-17,Streaming Quality,Customer-Closed,11.9,1.0,In-App
TKT_002632,SUB_008618,2026-01-07,Billing,Pending,12.4,3.0,In-App
TKT_002633,SUB_008621,2026-03-09,Cancellation Help,Resolved,14.9,,In-App
TKT_002634,SUB_008621,2025-09-30,Cancellation Help,Resolved,12.7,,Chat
TKT_002635,SUB_008628,2025-06-26,Account Access,Unresolved,5.7,,Email
TKT_002636,SUB_008645,2025-08-08,Content Request,Unresolved,3.2,1.0,Email
TKT_002637,SUB_008645,2025-08-01,Account Access,Resolved,47.8,,Chat
TKT_002638,SUB_008645,2025-11-08,Account Access,Resolved,52.1,5.0,Email
TKT_002639,SUB_008649,2026-01-21,Billing,Resolved,86.0,5.0,In-App
TKT_002640,SUB_008651,2025-06-21,Account Access,Resolved,3.6,3.0,In-App
TKT_002641,SUB_008652,2026-02-20,Content Request,Resolved,108.9,5.0,In-App
TKT_002642,SUB_008659,2025-05-08,Billing,Resolved,168.0,3.0,Chat
TKT_002643,SUB_008660,2025-04-27,Billing,Resolved,4.7,4.0,Chat
TKT_002644,SUB_008661,2026-03-30,Streaming Quality,Resolved,4.2,4.0,In-App
TKT_002645,SUB_008664,2025-04-11,Account Access,Resolved,22.0,4.0,Chat
TKT_002646,SUB_008668,2026-01-29,Account Access,Resolved,15.7,4.0,Phone
TKT_002647,SUB_008672,2025-05-07,Streaming Quality,Resolved,14.5,,Chat
TKT_002648,SUB_008676,2026-01-19,Billing,Resolved,14.4,,Phone
TKT_002649,SUB_008680,2025-09-19,Streaming Quality,Resolved,1.6,,Chat
TKT_002650,SUB_008682,2026-01-14,Account Access,Resolved,17.5,,In-App
TKT_002651,SUB_008682,2026-02-13,Cancellation Help,Resolved,24.3,5.0,In-App
TKT_002652,SUB_008684,2026-03-18,Cancellation Help,Unresolved,15.4,2.0,In-App
TKT_002653,SUB_008692,2025-06-12,Billing,Customer-Closed,13.9,,In-App
TKT_002654,SUB_008701,2025-04-29,Billing,Resolved,7.5,3.0,Email
TKT_002655,SUB_008703,2025-06-04,Billing,Unresolved,5.0,,Phone
TKT_002656,SUB_008704,2025-11-09,Cancellation Help,Customer-Closed,12.6,2.0,Chat
TKT_002657,SUB_008710,2025-10-28,Streaming Quality,Resolved,17.7,4.0,Chat
TKT_002658,SUB_008710,2026-01-07,Streaming Quality,Pending,5.6,3.0,In-App
TKT_002659,SUB_008720,2025-12-06,Billing,Customer-Closed,6.9,3.0,In-App
TKT_002660,SUB_008730,2026-03-31,Account Access,Resolved,19.3,4.0,Chat
TKT_002661,SUB_008739,2026-02-10,Account Access,Resolved,12.4,5.0,In-App
TKT_002662,SUB_008747,2025-09-19,Streaming Quality,Unresolved,99.2,3.0,Phone
TKT_002663,SUB_008747,2025-10-21,Account Access,Unresolved,55.6,1.0,In-App
TKT_002664,SUB_008747,2025-06-30,Billing,Resolved,13.0,5.0,In-App
TKT_002665,SUB_008747,2025-11-05,Account Access,Unresolved,2.9,1.0,Chat
TKT_002666,SUB_008752,2025-08-22,Billing,Resolved,8.3,,Email
TKT_002667,SUB_008752,2025-07-13,Account Access,Unresolved,41.0,,In-App
TKT_002668,SUB_008753,2025-04-06,Cancellation Help,Unresolved,6.4,3.0,Phone
TKT_002669,SUB_008756,2025-07-23,Account Access,Customer-Closed,32.5,1.0,Chat
TKT_002670,SUB_008757,2025-12-11,Streaming Quality,Resolved,44.8,5.0,Chat
TKT_002671,SUB_008757,2025-12-19,Billing,Unresolved,9.2,,Email
TKT_002672,SUB_008765,2025-04-11,Billing,Unresolved,18.1,2.0,Chat
TKT_002673,SUB_008765,2025-05-16,Streaming Quality,Resolved,37.7,3.0,Phone
TKT_002674,SUB_008768,2026-03-06,Account Access,Resolved,3.9,5.0,In-App
TKT_002675,SUB_008769,2026-03-25,Streaming Quality,Resolved,2.8,,Chat
TKT_002676,SUB_008770,2025-10-03,Billing,Resolved,14.6,5.0,In-App
TKT_002677,SUB_008772,2025-09-07,Account Access,Resolved,49.5,5.0,In-App
