Region,Product_Category,Campaign_Type,Product_Age_Months,Product_Price,Competitor_Price_Index,Advertising_Expenditure,Discount_Percentage,Campaign_Engagement_Score,Inventory_Level,Num_Reviews,Avg_Customer_Rating,Return_Rate,Length_Product_Description,Popularity,Sales
South,Mobile,Email,4,636.41,0.9,573.84,22.7,30.75,355,201,4.04,2.221,277,High,22540.61
West,Mobile,Email,1,1124.83,1.007,719.1,26.76,41.17,1221,279,4.05,2.473,261,Moderate,30482.85
North,Tablet,Social Media,7,1548.1,0.99,595.55,35.2,56.91,893,592,4.12,3.234,374,High,25314.3
South,Tablet,Influencer,14,1964.55,0.797,502.08,29.81,48.25,984,1141,4.0,2.631,219,Very High,24829.32
North,Tablet,Social Media,17,1370.31,0.888,557.83,26.93,36.81,459,230,4.01,2.544,291,High,21004.37
West,Tablet,Search Ad,16,1013.46,0.78,562.4,29.34,59.77,843,269,4.13,2.361,321,Very High,31122.96
West,Mobile,Social Media,14,1541.46,0.972,469.39,34.65,50.96,667,506,3.93,2.594,313,Very High,19531.83
South,Tablet,Email,33,1019.97,1.086,677.94,33.92,52.74,783,414,4.0,2.367,201,Moderate,26678.3
West,Mobile,Email,4,747.48,0.849,468.88,31.71,28.44,570,331,4.1,2.628,423,Low,19500.29
South,Tablet,Social Media,18,2000.0,0.894,687.68,30.91,44.22,716,389,4.01,2.632,352,High,26430.83
West,Mobile,Email,6,649.27,0.987,504.89,30.67,38.36,460,342,3.93,2.539,314,Low,15982.38
West,Tablet,Email,15,882.03,0.915,717.96,32.51,24.2,694,514,4.1,2.389,186,High,31744.38
West,Mobile,Search Ad,15,649.75,0.915,585.2,29.23,57.82,383,753,3.98,2.728,309,Very High,31749.61
North,Mobile,Email,9,1444.66,1.043,571.45,24.9,32.69,1367,157,3.7,2.605,105,Very Low,11405.28
West,Tablet,Search Ad,18,2000.0,0.96,679.26,32.11,49.24,787,403,3.88,2.65,234,Moderate,28424.79
West,Mobile,Social Media,5,753.61,0.881,544.0,28.24,56.1,862,215,4.1,2.422,255,Moderate,25683.34
South,Mobile,Search Ad,6,1694.38,0.833,676.32,26.84,48.19,1056,139,4.0,1.878,220,High,25793.83
West,Mobile,Search Ad,17,1635.25,1.177,590.44,36.19,34.67,483,170,3.92,3.007,346,Moderate,18899.54
South,Tablet,Social Media,21,1945.5,1.09,603.23,39.17,75.85,514,468,4.18,1.883,254,Very High,32848.84
West,Mobile,Social Media,5,751.36,0.964,617.52,28.13,33.9,1014,1106,4.04,2.003,188,Very High,30332.39
North,Mobile,Search Ad,13,48.92,1.007,506.9,27.38,14.56,907,597,3.88,3.547,295,Very Low,6621.57
East,Mobile,Influencer,5,1088.79,0.961,651.68,22.99,69.29,651,98,4.09,2.199,273,Moderate,28552.54
East,Mobile,Email,6,843.04,1.041,623.71,27.97,26.09,1048,465,3.88,2.007,139,Moderate,20342.72
North,Mobile,Email,13,247.56,0.932,398.75,28.45,51.36,948,295,4.02,3.604,331,High,17393.45
South,Mobile,Influencer,1,875.51,0.957,749.57,28.08,68.65,1007,444,3.93,2.476,254,Very High,38619.86
North,Mobile,Social Media,2,1259.13,1.036,700.98,26.55,60.82,973,525,3.89,3.152,309,High,27429.9
East,Mobile,Search Ad,25,1082.69,1.116,468.45,38.63,37.66,662,374,3.84,2.442,273,Low,9429.16
South,Mobile,Social Media,13,777.05,1.059,464.26,33.13,37.6,838,197,3.92,2.131,227,High,25339.84
East,Tablet,Email,5,605.23,1.099,658.67,42.0,45.67,201,202,3.86,2.635,274,Moderate,28894.52
South,Mobile,Search Ad,9,1837.49,0.975,694.59,30.66,41.6,712,133,3.85,2.332,242,Low,28052.03
South,Mobile,Search Ad,10,357.4,0.95,650.71,13.07,61.8,789,430,3.99,3.298,266,Very High,26530.05
West,Tablet,Social Media,14,801.79,0.845,511.49,23.46,38.09,922,304,3.92,2.943,285,Moderate,16237.61
North,Mobile,Social Media,6,369.28,1.006,762.42,28.74,67.1,1009,122,3.8,3.615,257,Moderate,30194.4
West,Tablet,Search Ad,13,683.51,1.03,547.64,25.62,58.05,522,408,3.69,2.758,277,High,23607.79
West,Mobile,Search Ad,5,658.02,0.976,626.63,25.99,37.18,635,682,4.02,3.119,225,High,26421.46
East,Mobile,Email,4,1237.66,0.938,625.37,22.52,48.5,1239,176,3.96,2.353,213,High,25376.9
East,Mobile,Search Ad,7,978.32,1.099,741.96,29.38,43.15,775,176,3.77,2.858,296,Low,23550.99
West,Tablet,Search Ad,6,865.17,1.051,622.05,31.05,47.59,773,167,3.99,2.609,338,Moderate,26623.08
North,Tablet,Search Ad,16,71.04,1.105,627.83,30.81,44.08,968,369,4.01,3.833,216,High,24364.2
North,Mobile,Search Ad,30,786.4,0.924,604.13,28.3,39.23,837,513,3.92,3.129,268,Low,19858.59
South,Mobile,Email,3,1951.2,0.943,525.2,32.57,43.96,816,1475,4.32,2.437,161,Very High,27956.24
West,Tablet,Search Ad,5,29.28,1.096,408.15,20.94,21.61,649,109,4.02,3.205,360,Very Low,6143.87
North,Mobile,Search Ad,8,235.05,0.996,600.78,28.63,60.29,712,212,3.93,3.736,319,High,22728.55
East,Mobile,Email,1,1202.94,0.954,491.48,29.87,25.58,901,5,3.82,2.513,212,Low,10315.1
West,Tablet,Social Media,12,1165.98,0.96,661.67,23.99,38.18,211,649,3.8,2.078,226,Low,20479.07
West,Tablet,Social Media,6,597.3,0.999,633.04,22.31,49.61,635,263,4.1,2.241,323,Moderate,28164.95
East,Mobile,Search Ad,5,619.39,1.08,616.58,33.31,45.39,1017,545,4.01,2.498,259,Very High,28982.76
North,Tablet,Social Media,6,1767.15,0.987,562.64,24.78,55.04,863,362,4.08,3.07,287,Moderate,22053.13
West,Tablet,Search Ad,3,1968.68,1.063,719.23,28.59,54.63,1149,733,3.77,3.174,187,High,26443.64
East,Mobile,Influencer,17,902.3,1.037,700.83,34.5,42.2,1103,251,4.03,2.614,284,High,33506.35
North,Mobile,Search Ad,6,1101.77,0.93,522.7,31.48,58.32,978,97,3.9,2.883,239,Low,20882.55
North,Mobile,Influencer,11,1784.79,0.93,820.0,25.4,62.57,868,431,4.08,2.346,267,Very High,36743.27
West,Tablet,Influencer,10,1745.01,0.964,664.53,28.03,63.05,608,326,4.06,3.339,223,High,26910.86
East,Tablet,Email,14,688.09,0.893,486.4,24.35,66.49,886,540,4.03,3.054,235,High,24682.29
West,Mobile,Search Ad,11,1409.58,0.959,563.34,34.33,64.85,954,332,3.92,2.725,254,Moderate,26520.15
West,Tablet,Social Media,4,1328.8,1.121,516.52,37.4,54.61,631,252,4.02,2.61,212,High,23942.26
East,Mobile,Influencer,7,663.99,0.997,766.36,25.03,45.8,609,879,3.92,2.952,389,Very High,29933.1
East,Mobile,Social Media,1,1731.12,0.939,732.52,28.02,41.34,845,684,4.11,2.553,183,Very High,34375.28
South,Mobile,Influencer,2,751.23,1.153,718.69,35.45,79.53,1195,75,3.92,2.069,279,High,34992.0
South,Mobile,Search Ad,5,212.87,0.926,641.77,26.02,44.1,892,249,3.94,3.729,267,High,26104.81
South,Tablet,Search Ad,6,1142.56,0.923,718.0,30.39,51.79,748,312,3.88,3.143,295,High,30080.92
West,Mobile,Email,7,1527.12,1.098,592.24,32.02,29.89,983,168,3.91,2.843,93,Moderate,18911.66
East,Tablet,Email,19,517.4,1.053,623.2,27.14,50.6,880,282,3.84,2.615,143,Moderate,20838.59
West,Mobile,Search Ad,15,1347.07,0.99,557.68,31.29,61.86,932,319,3.9,2.723,214,Moderate,22746.63
South,Mobile,Email,5,1257.03,1.067,593.38,37.04,66.04,848,1061,4.37,1.466,305,Very High,34038.34
East,Tablet,Influencer,36,436.81,1.024,688.62,31.55,56.16,593,493,4.1,2.692,232,High,32081.34
East,Mobile,Email,13,759.99,0.905,348.23,38.46,43.98,1151,671,4.04,3.24,229,High,18720.53
East,Mobile,Search Ad,4,1132.03,0.808,568.33,19.86,43.06,736,69,3.98,2.845,249,Very Low,19522.53
East,Mobile,Social Media,13,1363.19,0.955,651.19,32.24,67.93,1316,357,4.05,1.933,196,Moderate,34454.64
South,Tablet,Search Ad,19,216.51,1.087,591.56,26.18,47.06,785,405,3.96,2.888,277,Moderate,21110.2
East,Mobile,Search Ad,3,941.02,0.966,577.51,24.16,35.2,875,196,4.0,1.976,260,Low,19169.17
North,Mobile,Social Media,11,446.99,1.037,664.97,33.65,74.67,1080,744,3.98,2.891,279,Very High,37353.34
South,Mobile,Email,7,779.67,1.015,538.54,27.98,42.51,671,1140,4.24,2.424,342,Very High,26939.97
East,Mobile,Email,2,807.89,0.865,498.02,26.6,34.45,1026,201,3.93,3.26,234,Moderate,19824.54
East,Tablet,Search Ad,8,615.31,0.967,701.24,29.66,55.33,773,422,4.09,2.862,255,Very High,39303.67
West,Mobile,Search Ad,4,505.86,1.029,687.54,17.96,39.55,979,316,4.13,2.453,187,Low,22908.98
East,Mobile,Search Ad,22,526.29,0.937,556.65,38.73,54.45,662,326,4.04,2.533,170,Very High,31986.64
West,Mobile,Search Ad,2,1371.55,0.971,617.68,37.88,49.01,659,5,3.83,2.489,248,Low,23472.91
East,Mobile,Social Media,4,1814.65,1.031,715.6,33.3,49.35,329,424,4.12,2.948,254,Very High,35670.17
East,Tablet,Social Media,14,903.62,1.006,631.4,31.08,86.18,607,348,4.26,2.891,291,Very High,35902.55
North,Mobile,Email,8,1097.07,1.084,644.55,30.86,33.71,712,159,3.67,2.413,284,Very Low,16764.2
South,Tablet,Social Media,27,870.03,1.031,665.19,25.98,59.96,546,1551,4.13,1.957,264,Very High,30399.42
South,Mobile,Influencer,6,1308.76,0.924,646.26,35.05,61.79,827,57,4.0,2.539,352,Very High,34571.68
East,Mobile,Influencer,15,1367.23,0.962,714.35,35.28,50.85,879,228,3.92,2.637,229,Very High,35200.75
North,Tablet,Social Media,21,1537.42,1.002,564.63,32.53,48.29,885,756,3.86,2.839,236,Very High,20441.86
North,Mobile,Search Ad,3,210.21,1.107,629.17,29.71,32.34,1024,226,3.8,2.704,266,Moderate,17273.39
South,Tablet,Influencer,30,1903.47,0.962,678.95,33.4,88.93,929,566,3.87,2.491,175,Very High,33403.1
West,Tablet,Social Media,17,578.0,0.861,591.86,26.93,48.85,941,258,4.07,2.572,291,Low,24666.91
South,Mobile,Email,2,782.9,1.035,495.48,40.87,40.52,940,772,4.16,2.265,252,High,22906.68
East,Mobile,Email,6,796.29,0.94,606.05,27.65,69.46,876,153,4.16,2.838,254,High,27303.75
North,Tablet,Search Ad,14,1585.06,0.897,630.95,26.89,38.37,1009,195,3.92,3.36,282,Low,20641.91
East,Mobile,Influencer,6,1013.07,1.002,598.12,34.68,75.61,1061,80,4.03,2.44,271,Very High,37740.67
South,Mobile,Search Ad,9,163.8,1.078,468.85,28.97,50.07,430,341,4.1,3.391,273,High,19607.68
North,Mobile,Email,7,1485.42,0.954,479.12,29.17,13.16,810,519,3.87,2.616,224,Moderate,8926.6
East,Mobile,Email,12,138.15,1.04,560.71,34.23,39.15,337,271,3.82,2.95,345,Moderate,22562.3
North,Tablet,Search Ad,36,331.29,1.055,624.81,35.87,57.0,211,515,3.94,2.943,157,Very High,29994.18
North,Mobile,Influencer,9,1131.96,1.063,815.9,35.77,69.35,712,216,4.02,2.905,205,Very High,40000.0
South,Mobile,Search Ad,7,724.08,0.941,605.32,22.17,47.1,823,1244,3.98,2.439,214,Very High,27080.71
North,Mobile,Search Ad,10,607.45,0.91,476.33,31.8,35.61,737,163,3.97,2.515,203,Moderate,15822.68
North,Mobile,Email,9,712.01,0.921,577.11,24.59,32.75,345,344,3.76,2.418,140,Very Low,15312.2
South,Mobile,Influencer,13,1615.57,1.063,778.65,30.57,61.75,1085,426,3.98,2.886,350,Very High,32350.44
West,Tablet,Search Ad,2,944.65,1.053,559.16,30.24,72.29,535,524,4.09,2.747,288,High,30201.38
East,Mobile,Social Media,2,967.71,0.923,718.78,28.18,46.6,1002,368,3.98,3.173,209,High,32883.4
East,Tablet,Search Ad,1,754.3,1.171,623.65,32.45,44.04,543,74,3.83,2.978,291,Very Low,17961.7
South,Tablet,Social Media,8,1174.33,0.914,685.59,31.79,58.29,596,230,4.06,2.753,238,Very High,34192.19
West,Mobile,Email,13,886.49,1.08,746.21,37.07,34.1,986,219,3.94,2.896,230,Moderate,25475.62
South,Mobile,Social Media,10,948.04,1.122,481.88,25.58,52.62,759,431,3.73,2.749,188,Moderate,11647.24
North,Mobile,Email,10,1228.47,1.009,676.75,41.61,34.52,909,102,3.95,2.724,249,Low,22983.45
East,Mobile,Social Media,8,828.02,0.938,618.64,29.32,40.07,940,150,3.87,3.067,209,Moderate,26059.09
North,Tablet,Social Media,21,614.61,0.94,545.59,36.34,38.13,326,394,3.88,2.447,188,Low,19733.5
South,Tablet,Search Ad,16,845.85,0.979,603.56,16.81,23.7,879,1014,3.88,3.33,307,High,20775.14
East,Mobile,Social Media,18,50.28,1.086,744.38,29.41,76.38,588,603,3.94,3.415,197,High,37170.62
West,Mobile,Social Media,10,431.35,0.904,724.29,19.5,62.99,538,161,4.0,3.857,335,High,33454.47
East,Tablet,Email,3,1999.73,0.853,461.94,22.73,48.3,529,90,4.0,2.239,204,Low,13149.89
East,Tablet,Search Ad,14,1253.82,1.029,559.0,29.27,57.32,976,133,3.98,2.253,155,Moderate,23011.01
West,Mobile,Social Media,19,660.49,1.047,697.96,29.75,55.71,396,366,4.1,2.71,281,High,29528.63
North,Mobile,Social Media,13,558.18,1.157,618.54,39.41,56.65,1049,520,4.08,2.637,220,High,28978.94
South,Mobile,Influencer,27,272.59,0.889,647.56,38.7,75.31,958,763,3.84,3.102,150,Very High,34204.36
South,Tablet,Search Ad,22,884.56,0.989,486.99,25.63,63.55,762,760,3.94,2.248,264,Very High,22756.89
South,Mobile,Influencer,13,1788.8,1.093,622.72,30.4,42.34,932,790,4.14,2.458,167,High,25901.22
South,Mobile,Social Media,15,1661.64,1.01,535.9,25.54,82.19,776,268,3.89,2.803,125,Very High,24207.98
West,Mobile,Email,19,252.9,0.984,451.3,34.2,21.94,1058,824,3.63,2.951,290,High,14618.18
East,Mobile,Search Ad,3,517.35,1.063,503.76,31.84,38.74,736,440,4.17,2.387,340,Very High,22378.27
East,Mobile,Social Media,2,1484.69,0.952,566.42,28.52,52.6,389,200,3.99,2.791,224,Moderate,23890.59
South,Tablet,Social Media,22,183.09,1.068,551.14,31.52,53.94,718,1170,3.99,3.433,323,Very High,24646.17
West,Mobile,Email,5,641.52,0.9,524.74,27.34,65.96,1092,926,3.98,2.564,298,Very High,29218.95
West,Mobile,Influencer,15,1425.36,0.878,755.99,26.42,76.73,1003,778,4.16,2.258,289,Very High,40000.0
West,Mobile,Email,6,1840.38,0.978,545.92,29.34,47.31,1386,95,3.99,2.697,237,High,18477.04
North,Mobile,Influencer,7,891.12,0.795,776.7,27.92,78.39,787,189,4.06,2.536,211,High,40000.0
East,Mobile,Influencer,2,988.46,1.007,626.03,30.1,63.25,813,632,4.01,2.13,269,Very High,32453.24
North,Mobile,Social Media,2,112.78,0.861,645.62,17.2,43.25,792,206,3.78,3.146,288,High,26919.7
South,Mobile,Search Ad,5,1816.28,1.023,670.65,29.83,58.0,635,467,4.0,2.444,170,High,28146.97
North,Mobile,Search Ad,4,401.91,1.015,530.01,22.27,44.12,723,413,4.09,3.095,228,High,23475.93
East,Mobile,Influencer,13,1144.72,0.995,641.94,31.1,48.8,559,518,3.92,2.449,236,Moderate,25686.99
East,Mobile,Social Media,2,1659.31,1.035,604.27,32.89,70.98,195,5,4.05,2.423,231,Moderate,29405.06
North,Tablet,Search Ad,7,894.22,1.016,642.47,24.98,48.36,572,281,3.91,2.649,206,Low,21880.62
South,Tablet,Social Media,13,1641.29,0.977,633.8,34.82,41.86,747,661,4.08,2.817,165,Very High,27664.35
East,Mobile,Influencer,6,1040.16,1.146,606.01,22.88,43.32,1043,220,3.82,2.808,229,Moderate,17703.1
South,Mobile,Social Media,6,271.81,1.031,623.5,33.8,62.64,693,440,4.01,4.076,231,High,30106.19
North,Tablet,Social Media,26,1055.52,1.062,658.39,39.87,72.59,576,667,4.12,2.123,219,Very High,37216.22
South,Mobile,Search Ad,6,1610.7,1.086,776.44,27.15,61.96,1159,68,3.88,3.053,288,High,30198.59
West,Tablet,Influencer,6,1862.73,1.053,689.43,25.69,66.7,354,79,4.02,2.609,163,Moderate,30311.35
North,Tablet,Search Ad,25,208.0,1.165,598.38,23.03,36.0,693,701,3.97,2.683,265,Moderate,14337.71
North,Mobile,Email,7,307.78,1.013,619.04,30.87,46.87,1138,140,3.93,3.067,137,Moderate,25773.6
South,Mobile,Social Media,13,822.71,0.999,550.15,28.69,46.66,655,313,3.87,2.211,244,Low,17154.41
West,Tablet,Influencer,11,124.64,0.948,507.7,23.46,49.04,295,873,4.15,3.074,108,High,21803.46
East,Mobile,Search Ad,9,483.81,0.979,578.68,24.01,44.47,1355,387,3.85,2.648,193,High,25962.29
East,Mobile,Influencer,5,334.24,0.942,736.12,34.96,56.5,1092,776,4.07,2.861,247,Very High,40000.0
South,Mobile,Email,1,523.73,1.054,688.21,25.82,57.13,1101,156,3.86,2.377,160,High,28765.46
East,Mobile,Social Media,4,660.34,0.927,472.18,28.84,34.36,834,371,3.92,3.062,160,Moderate,19198.77
North,Tablet,Search Ad,5,643.24,1.006,660.44,28.48,33.97,926,195,3.99,2.601,309,Low,22182.36
East,Tablet,Influencer,6,1672.73,1.045,505.02,25.59,41.84,50,65,3.88,2.807,149,Moderate,14560.91
West,Tablet,Email,4,1583.82,1.012,649.58,24.22,56.66,613,1318,3.73,2.901,241,Very High,23932.99
East,Mobile,Influencer,6,426.44,0.928,684.33,24.23,64.15,1135,166,3.82,3.314,340,High,28816.27
West,Mobile,Search Ad,5,55.68,1.056,456.31,31.23,19.26,455,158,3.61,3.309,257,Very Low,7223.81
West,Mobile,Email,9,160.49,0.993,661.53,24.88,53.66,763,665,4.02,3.667,250,Very High,28627.69
North,Mobile,Social Media,7,508.27,0.78,758.69,37.39,62.14,953,578,4.03,3.412,204,Very High,34484.35
West,Mobile,Social Media,2,377.62,0.921,611.31,21.47,46.25,633,1131,4.01,3.65,204,High,25195.74
North,Tablet,Search Ad,25,1123.16,1.112,628.99,37.27,48.75,742,281,3.88,2.742,238,Low,19011.12
East,Tablet,Email,28,854.8,1.119,715.13,25.26,31.08,852,404,3.95,2.668,124,Very Low,19114.84
North,Mobile,Email,7,1438.64,1.042,519.54,25.38,41.9,948,211,3.76,3.2,311,Low,10026.37
North,Mobile,Influencer,2,843.43,1.063,573.47,26.78,38.99,744,315,4.05,2.35,261,Moderate,22582.85
South,Mobile,Email,16,603.91,0.938,524.14,25.36,35.3,620,243,3.93,3.298,140,Low,14284.43
South,Mobile,Social Media,5,1128.72,0.979,635.8,30.32,50.73,975,68,3.82,3.053,312,Moderate,20763.11
East,Tablet,Social Media,5,1960.63,1.099,653.89,29.35,65.81,838,360,3.96,2.58,290,Moderate,23939.78
East,Mobile,Search Ad,7,1529.35,1.034,582.38,17.87,44.89,944,353,3.94,2.791,275,Low,12672.57
North,Tablet,Search Ad,9,2000.0,1.005,612.96,38.1,60.59,773,94,3.8,3.009,387,High,23145.18
North,Mobile,Social Media,5,902.79,0.985,584.7,29.78,37.27,959,851,4.08,2.444,254,Very High,24125.35
East,Mobile,Search Ad,2,1611.49,1.094,589.11,30.87,46.91,1114,66,4.04,2.984,343,Low,22262.65
South,Tablet,Search Ad,10,517.66,1.09,542.91,37.35,54.94,830,771,4.05,3.06,250,High,27164.73
West,Mobile,Email,10,1480.35,1.052,549.73,37.24,60.47,888,798,4.16,2.446,276,Very High,25869.89
East,Mobile,Email,1,545.3,1.005,429.92,26.69,21.17,707,241,4.2,2.344,214,Low,12384.36
West,Mobile,Social Media,2,608.31,0.971,603.49,18.6,39.59,1262,213,3.7,2.823,131,Low,16707.06
East,Mobile,Social Media,16,1165.14,1.055,477.19,36.2,56.34,534,243,3.98,2.259,135,High,20559.81
South,Tablet,Search Ad,5,507.99,0.912,664.22,19.59,69.49,681,561,3.88,2.65,243,Very High,31683.9
East,Mobile,Search Ad,12,590.23,0.928,561.19,36.36,52.31,712,245,4.15,2.393,233,High,28483.23
South,Tablet,Social Media,8,932.28,0.884,618.96,24.06,38.32,210,408,3.98,2.328,175,Low,21665.84
South,Mobile,Email,10,1458.22,1.099,580.22,30.04,29.51,963,314,3.83,3.389,231,Low,11245.36
West,Mobile,Social Media,7,1432.54,0.942,619.99,22.54,54.12,801,124,3.92,2.546,276,Moderate,23600.89
South,Tablet,Search Ad,36,2000.0,1.032,738.07,26.67,58.49,749,1534,4.29,2.606,328,Very High,34602.71
West,Mobile,Social Media,9,952.79,0.99,520.84,29.07,46.86,808,592,4.04,2.402,205,Very High,26902.84
West,Mobile,Search Ad,10,797.1,1.232,480.67,31.29,29.52,1078,166,3.96,3.302,272,Very Low,8007.64
West,Mobile,Email,8,99.85,1.035,589.75,24.06,56.75,1116,290,4.16,2.97,356,Low,30574.94
West,Mobile,Search Ad,12,119.23,0.851,555.95,37.43,44.12,541,309,4.06,2.673,295,High,32470.43
South,Mobile,Influencer,2,1883.69,1.094,713.21,33.88,70.59,1372,584,4.18,2.759,200,Very High,34702.62
South,Tablet,Social Media,9,821.3,0.969,683.39,28.17,33.75,670,234,3.9,2.811,254,Moderate,22392.98
East,Mobile,Social Media,7,564.35,0.984,531.91,15.47,62.04,1030,1936,3.92,3.127,259,Very High,23023.95
South,Mobile,Influencer,4,906.01,0.946,711.2,32.85,54.46,912,151,3.97,2.617,288,Moderate,33130.49
East,Tablet,Social Media,6,1411.13,1.016,557.29,42.0,72.48,771,110,3.92,2.744,250,High,34289.75
East,Mobile,Search Ad,2,600.06,1.015,612.17,27.42,56.35,1021,371,4.08,2.066,278,High,31037.32
East,Tablet,Email,4,1816.38,0.948,519.01,23.17,20.43,1122,57,3.65,3.187,311,Low,5747.56
South,Mobile,Search Ad,5,1797.36,0.959,643.11,29.72,53.61,1085,635,4.11,2.595,183,High,26800.92
North,Mobile,Email,6,1388.1,1.008,606.87,21.92,64.14,789,65,3.99,2.614,166,Moderate,23754.09
South,Tablet,Influencer,15,1509.69,0.813,587.98,31.51,49.67,716,1286,4.12,2.486,286,Very High,26994.29
North,Mobile,Search Ad,11,783.4,0.885,501.56,37.48,67.78,697,753,4.14,2.453,238,Very High,34158.82
West,Tablet,Search Ad,5,1890.87,1.134,694.65,26.55,56.87,947,533,4.0,2.947,302,Very High,27720.89
South,Mobile,Search Ad,21,1871.37,1.026,597.93,28.59,65.5,1031,358,3.97,2.347,315,Moderate,24497.91
North,Mobile,Search Ad,10,1229.6,0.958,701.01,29.4,55.01,761,282,4.11,2.833,133,Very High,34450.02
North,Mobile,Social Media,26,1602.85,0.864,599.79,30.17,51.99,1245,443,4.06,2.046,196,Moderate,30221.58
East,Mobile,Influencer,18,542.44,0.995,759.11,23.68,86.83,1171,1481,4.28,1.783,240,Very High,40000.0
East,Tablet,Influencer,8,1476.86,1.079,599.62,28.51,66.5,1269,66,3.97,3.165,185,Low,22900.71
South,Mobile,Social Media,2,165.38,1.211,729.46,24.92,54.9,631,199,3.98,2.806,219,High,29411.51
North,Tablet,Influencer,23,1875.18,1.151,698.2,39.97,70.28,711,1203,4.12,2.603,169,Very High,34688.57
South,Tablet,Search Ad,17,1189.18,0.929,651.15,35.34,45.01,683,293,3.74,2.738,221,High,23992.52
South,Mobile,Search Ad,9,962.99,0.96,533.86,36.61,48.84,1615,210,3.78,2.924,188,Moderate,23104.83
East,Mobile,Social Media,4,1060.09,0.882,689.66,32.73,73.9,863,287,4.01,2.661,269,Very High,40000.0
East,Tablet,Social Media,33,490.91,0.933,679.91,30.47,55.18,1107,1102,3.85,3.62,304,Very High,28665.62
South,Tablet,Email,13,446.69,0.983,561.87,21.47,29.09,1040,294,3.9,2.72,273,Low,13386.58
South,Mobile,Social Media,3,1162.75,0.971,462.86,35.17,36.27,836,822,3.88,2.969,409,Very High,18359.34
West,Mobile,Search Ad,11,842.53,1.164,522.47,34.22,47.21,876,265,3.94,2.674,306,High,20655.69
East,Mobile,Social Media,30,514.9,0.895,530.25,27.16,39.13,1012,873,4.02,2.1,304,High,22905.13
East,Tablet,Social Media,27,1504.58,0.996,677.05,26.79,37.5,1105,374,3.72,2.661,243,High,21136.61
North,Mobile,Influencer,11,942.37,0.835,626.53,23.66,41.4,810,193,3.97,2.11,229,Moderate,25489.6
East,Tablet,Social Media,10,1305.61,1.026,601.07,18.04,65.54,593,548,3.98,2.078,327,Very High,29927.97
North,Mobile,Social Media,10,751.21,0.893,579.22,31.74,51.26,1130,327,3.69,2.714,232,Moderate,22088.91
East,Mobile,Email,1,1259.51,1.088,723.25,24.49,49.31,527,111,3.88,3.149,250,Low,24284.82
West,Mobile,Email,13,1852.6,0.977,622.39,26.56,32.04,933,273,3.96,2.787,237,Low,22201.69
South,Mobile,Search Ad,11,117.79,0.888,611.41,27.17,40.72,1167,437,3.91,3.668,281,Moderate,23794.64
North,Mobile,Search Ad,14,518.43,0.832,554.85,29.58,38.43,985,293,3.88,2.761,303,High,20826.43
North,Mobile,Search Ad,4,784.47,0.922,607.89,25.15,43.96,696,164,3.95,3.227,314,Low,19945.49
South,Mobile,Email,16,1428.4,1.019,531.37,38.47,22.28,570,337,3.84,3.268,229,Moderate,10419.8
North,Mobile,Search Ad,2,798.6,1.034,638.07,20.73,61.84,1204,74,3.93,2.367,259,Moderate,25609.54
North,Mobile,Social Media,8,851.66,0.96,535.01,22.02,48.19,809,424,3.81,2.808,269,Moderate,15428.87
West,Tablet,Social Media,19,2000.0,1.074,711.54,34.71,62.53,479,673,3.98,2.411,339,High,29428.91
East,Mobile,Email,1,498.23,0.909,530.16,25.05,51.92,1190,416,4.21,2.452,137,Very High,26953.76
South,Mobile,Email,5,987.04,0.78,675.59,25.57,57.61,1092,197,3.99,3.237,249,High,32447.63
West,Mobile,Social Media,11,1282.49,1.023,788.8,24.58,53.06,555,325,4.01,2.418,208,Moderate,30524.46
North,Tablet,Email,4,756.18,1.103,594.72,31.41,52.58,1469,95,3.87,2.326,215,Moderate,24833.04
West,Mobile,Influencer,20,992.18,1.104,769.76,35.23,74.39,703,882,4.05,2.223,195,Very High,40000.0
South,Tablet,Social Media,11,146.98,0.896,671.35,26.08,59.78,967,401,3.97,3.033,281,Moderate,30700.75
West,Tablet,Email,13,1434.83,0.956,494.94,25.93,52.49,1316,223,4.06,3.919,96,High,18704.57
East,Mobile,Email,16,1269.41,1.058,614.8,29.62,55.51,1118,249,4.11,3.088,239,High,26779.17
West,Mobile,Search Ad,5,724.23,0.95,649.03,28.08,59.68,935,402,3.94,1.686,135,Very High,32400.57
West,Tablet,Email,15,511.48,1.008,637.07,31.03,64.27,325,466,4.02,3.123,205,Very High,32951.34
South,Mobile,Influencer,11,1759.98,0.943,695.98,37.82,64.44,1452,150,3.95,2.465,235,Moderate,33820.81
West,Mobile,Influencer,2,948.7,0.913,677.1,33.92,62.88,1111,212,4.08,2.939,223,Very High,40000.0
South,Tablet,Social Media,9,1154.17,0.928,633.8,30.65,65.91,330,384,4.07,2.188,290,Very High,32963.13
South,Mobile,Social Media,7,376.94,1.076,626.95,33.67,53.48,1308,223,3.95,2.822,325,Low,26203.44
South,Tablet,Email,10,623.51,1.001,493.82,22.39,43.91,758,359,4.08,2.394,369,High,21273.99
East,Mobile,Search Ad,30,1111.7,1.102,598.56,32.33,41.87,779,402,4.02,2.394,248,High,22850.11
North,Tablet,Social Media,20,793.83,1.042,509.23,32.72,20.6,574,301,3.8,3.018,320,Very Low,10964.28
East,Mobile,Social Media,7,1295.51,1.129,596.69,31.17,61.51,910,182,3.98,2.547,339,Moderate,26405.47
