ApplicationID,Age,Gender,MaritalStatus,Dependents,EducationLevel,State,ResidenceType,YearsAtCurrentResidence,EmploymentType,Employed,EmploymentLengthYears,AnnualIncome,IncomeVerified,CreditScore,CreditHistoryMonths,ExistingLoanAccounts,ExistingCreditCards,TotalMonthlyDebtPayment,DebtToIncomeRatio,RevolvingUtilization,PriorDefault,BankruptcyLast7Years,EnquiriesLast6Months,Approval
LHB-2404399,25,Female,Married,1,Master's,MS,Own (with mortgage),4.0,Salaried-Government,1,2.0,83.1,1,582,47,2,2,2131.0,0.308,0.225,0,0,2,No
LHB-2402615,32,Male,Married,3,High School,KY,Own (with mortgage),5.0,Salaried-Private,1,4.0,34.4,1,584,134,0,2,684.0,0.239,0.11,0,0,1,No
LHB-2405346,26,Female,Single,0,Master's,MS,Own (with mortgage),2.0,Self-Employed,1,4.0,147.2,0,649,73,3,3,3356.0,0.225,0.31,0,0,0,Yes
LHB-2402965,21,Male,Married,0,Associate Degree,TX,Rent,3.0,Student,0,0.0,12.0,0,684,63,1,1,630.0,0.63,0.479,0,0,2,No
LHB-2401437,18,Male,Single,0,Bachelor's,PA,Rent,5.0,Salaried-Private,1,1.0,40.6,1,635,0,0,2,749.0,0.221,0.26,0,0,1,Yes
LHB-2401553,36,Female,Married,1,Bachelor's,UT,Own (with mortgage),6.0,Salaried-Private,1,4.0,58.9,1,637,166,0,7,1809.0,0.369,0.087,0,0,4,Yes
LHB-2400816,35,Female,Single,0,Bachelor's,FL,Own (with mortgage),3.0,Self-Employed,1,3.0,88.2,1,650,138,1,5,1428.0,0.194,0.361,0,0,6,Yes
LHB-2401243,34,Male,Single,0,Bachelor's,DE,Own (with mortgage),2.0,Salaried-Private,1,6.0,147.2,1,686,183,1,2,1088.0,0.085,0.308,0,0,1,Yes
LHB-2404312,41,Male,Married,2,Associate Degree,KS,Rent,8.0,Self-Employed,1,7.0,93.9,0,667,222,2,1,1663.0,0.213,0.552,0,0,1,No
LHB-2405053,31,Female,Single,0,Associate Degree,AK,Own (with mortgage),1.0,Salaried-Private,1,1.0,61.6,1,542,133,4,0,2039.0,0.397,0.474,1,0,5,No
LHB-2400302,50,Female,Married,1,High School,OK,Own (with mortgage),5.0,Self-Employed,1,1.0,35.2,1,644,336,2,1,837.0,0.285,0.205,0,0,5,Yes
LHB-2402619,60,Male,Married,4,Master's,TX,Rent,7.0,Salaried-Private,1,7.0,147.2,1,716,387,2,3,3079.0,0.233,0.61,0,0,1,Yes
LHB-2407467,50,Female,Married,0,Associate Degree,TX,Own (with mortgage),4.0,Self-Employed,1,4.0,90.9,0,654,315,1,3,1448.0,0.191,0.273,0,0,0,No
LHB-2402678,19,Male,Married,2,Associate Degree,TX,Rent,10.0,Student,0,0.0,12.0,1,551,46,1,2,658.0,0.658,0.377,0,0,3,No
LHB-2402485,39,Male,Divorced,3,High School,SC,Rent,6.0,Salaried-Private,1,0.0,63.8,1,677,164,2,1,1297.0,0.244,0.026,0,0,0,Yes
LHB-2403936,54,Male,Married,0,Bachelor's,TN,Rent,7.0,Self-Employed,1,0.0,98.4,0,574,332,3,4,2127.0,0.259,0.006,1,0,1,No
LHB-2407857,40,Others,Married,2,Bachelor's,SC,Own (with mortgage),7.0,Salaried-Government,1,0.0,39.4,1,654,190,5,3,2523.0,0.768,0.333,0,0,0,No
LHB-2403162,47,Female,Single,0,Master's,PA,Own (with mortgage),5.0,Self-Employed,1,3.0,123.0,1,667,279,2,5,2959.0,0.289,0.144,0,0,2,Yes
LHB-2401063,54,Male,Single,0,Associate Degree,WV,Own (with mortgage),8.0,Salaried-Government,1,4.0,65.4,1,479,322,3,1,1893.0,0.347,0.658,0,1,5,No
LHB-2400872,49,Female,Single,0,High School,AL,Own (with mortgage),6.0,Salaried-Government,1,12.0,76.7,1,515,292,1,2,609.0,0.095,0.372,1,1,2,No
LHB-2402819,50,Female,Single,0,Bachelor's,NY,Own (with mortgage),6.0,Self-Employed,1,1.0,98.1,1,525,291,4,7,3196.0,0.391,0.6833,0,1,1,No
LHB-2406482,36,Female,Married,4,Bachelor's,TX,Own (with mortgage),1.0,Salaried-Private,1,6.0,64.2,1,614,147,2,2,2083.0,0.389,0.578,0,0,1,No
LHB-2400952,46,Male,Single,0,Associate Degree,TX,Live with Family,11.0,Self-Employed,1,0.0,42.9,1,605,275,0,2,524.0,0.147,0.526,0,0,1,Yes
LHB-2400159,26,Female,Married,5,High School,PA,Own (with mortgage),3.0,Salaried-Private,1,1.0,41.8,1,630,35,0,2,374.0,0.107,0.176,0,0,1,No
LHB-2407046,47,Female,Married,0,High School,NC,Own (with mortgage),3.0,Salaried-Private,1,10.0,30.9,1,628,267,1,0,441.0,0.171,0.117,0,0,0,No
LHB-2400923,33,Female,Widowed,0,High School,NC,Rent,3.0,Salaried-Government,1,7.0,40.2,1,673,119,1,3,977.0,0.292,0.516,0,0,3,Yes
LHB-2402770,52,Male,Widowed,1,Bachelor's,GA,Own (outright),3.0,Salaried-Private,1,2.0,72.6,0,575,284,2,2,1478.0,0.244,0.39,1,0,1,No
LHB-2404155,33,Female,Married,2,Bachelor's,GA,Live with Family,2.0,Self-Employed,1,1.0,50.1,0,543,178,3,2,2187.0,0.524,0.6833,1,0,2,No
LHB-2407142,29,Male,Single,0,Bachelor's,NC,Rent,2.0,Salaried-Private,1,0.0,60.7,1,550,100,3,2,2233.0,0.441,0.0,0,0,2,No
LHB-2407829,35,Female,Single,0,Associate Degree,SD,Own (outright),3.0,Salaried-Government,1,6.0,61.8,1,673,142,1,2,828.0,0.161,0.296,0,0,0,Yes
LHB-2404334,47,Male,Widowed,0,High School,PA,Rent,4.0,Salaried-Private,1,0.0,57.1,1,639,241,2,2,1474.0,0.31,0.566,0,0,1,No
LHB-2401975,49,Male,Married,1,Bachelor's,TX,Own (with mortgage),3.0,Salaried-Private,1,13.0,70.7,1,600,289,2,3,1650.0,0.28,0.185,0,0,1,Yes
LHB-2404119,31,Female,Divorced,3,High School,TX,Own (with mortgage),9.0,Salaried-Government,1,9.0,16.7,1,520,133,1,3,1045.0,0.751,0.562,0,1,0,No
LHB-2407804,24,Male,Married,2,Bachelor's,DC,Rent,6.0,Salaried-Private,1,2.0,40.3,0,627,37,0,1,311.0,0.093,0.571,0,0,0,No
LHB-2404779,40,Male,Widowed,0,Bachelor's,NJ,Own (with mortgage),11.0,Salaried-Government,1,3.0,91.3,1,661,201,0,1,453.0,0.06,0.04,0,0,2,Yes
LHB-2403735,35,Female,Widowed,2,Bachelor's,NC,Own (with mortgage),2.0,Salaried-Private,1,3.0,98.0,1,630,185,4,1,3015.0,0.369,0.675,0,0,2,Yes
LHB-2402394,29,Female,Single,1,High School,IL,Rent,14.0,Salaried-Private,1,7.0,56.2,1,660,55,2,2,1743.0,0.372,0.001,0,0,2,Yes
LHB-2406887,28,Male,Single,0,High School,AL,Own (with mortgage),1.0,Contract,1,5.0,19.5,1,530,74,1,2,769.0,0.473,0.284,0,0,0,No
LHB-2403603,57,Male,Married,2,High School,VA,Rent,14.0,Salaried-Private,1,1.0,75.1,1,580,298,0,1,1294.0,0.207,0.317,0,0,0,No
LHB-2402056,34,Others,Single,0,High School,PA,Rent,4.0,Salaried-Government,1,10.0,39.6,1,710,181,5,2,1495.0,0.453,0.6833,0,0,0,Yes
LHB-2404324,29,Male,Married,1,Bachelor's,TX,Rent,1.0,Salaried-Private,1,0.0,65.3,1,511,107,4,1,2205.0,0.405,0.408,1,0,1,No
LHB-2400489,48,Male,Married,2,High School,PA,Own (outright),6.0,Salaried-Private,1,0.0,59.0,1,635,242,0,1,504.0,0.103,0.43,0,0,2,No
LHB-2407367,46,Female,Single,0,High School,DC,Own (with mortgage),4.0,Salaried-Private,1,2.0,39.1,0,630,260,0,0,539.0,0.165,0.678,0,0,0,No
LHB-2403713,41,Male,Widowed,1,Master's,NH,Rent,4.0,Self-Employed,1,9.0,110.6,0,723,183,2,2,1637.0,0.178,0.482,0,0,0,Yes
LHB-2404925,53,Male,Single,0,Master's,TX,Rent,8.0,Salaried-Private,1,0.0,137.8,1,594,308,1,2,803.0,0.07,0.191,1,0,0,No
LHB-2405846,52,Female,Single,0,High School,VA,Own (outright),2.0,Salaried-Private,1,1.0,66.8,1,570,289,0,0,788.0,0.142,0.0,0,0,0,No
LHB-2400385,30,Female,Married,2,Bachelor's,TX,Rent,4.0,Self-Employed,1,6.0,74.0,0,606,90,0,1,1087.0,0.176,0.45,0,0,0,Yes
LHB-2403488,41,Female,Single,0,Associate Degree,VA,Rent,2.0,Self-Employed,1,3.0,45.1,1,584,204,0,0,297.0,0.079,0.35,0,0,1,No
LHB-2402283,43,Male,Married,3,Master's,DC,Live with Family,3.0,Salaried-Private,1,5.0,57.7,1,730,224,2,0,1418.0,0.295,0.194,0,0,2,Yes
LHB-2404111,47,Male,Single,2,Master's,PA,Own (with mortgage),4.0,Contract,1,1.0,59.9,1,577,281,1,2,1718.0,0.344,0.163,0,0,0,No
LHB-2401824,29,Female,Married,1,Bachelor's,MS,Own (with mortgage),2.0,Salaried-Government,1,7.0,103.2,1,685,71,0,2,1542.0,0.179,0.215,0,0,1,Yes
LHB-2404365,52,Male,Widowed,1,Associate Degree,WV,Own (with mortgage),5.0,Salaried-Private,1,2.0,97.0,1,688,295,0,2,795.0,0.098,0.534,0,0,3,Yes
LHB-2405484,50,Male,Married,2,High School,TN,Rent,3.0,Salaried-Private,1,2.0,25.3,0,596,267,4,3,2378.0,0.852,0.527,0,0,2,No
LHB-2404419,56,Male,Single,2,Doctorate,RI,Rent,5.0,Salaried-Private,1,2.0,147.2,1,692,308,1,4,2453.0,0.172,0.658,0,0,3,Yes
LHB-2401588,28,Male,Widowed,4,Master's,WV,Own (outright),5.0,Salaried-Private,1,2.0,111.8,1,631,84,0,1,1349.0,0.145,0.266,0,0,0,Yes
LHB-2407972,37,Female,Married,2,Bachelor's,FL,Live with Family,8.0,Salaried-Government,1,7.0,35.1,1,630,186,1,2,996.0,0.341,0.0,0,0,1,No
LHB-2403348,46,Female,Married,2,Bachelor's,DE,Rent,2.0,Salaried-Government,1,0.0,104.7,1,748,234,0,3,1122.0,0.129,0.37,0,0,1,Yes
LHB-2407638,35,Female,Single,0,Bachelor's,WV,Own (with mortgage),4.0,Self-Employed,1,4.0,89.6,0,692,153,1,1,1166.0,0.156,0.044,0,0,1,Yes
LHB-2401751,33,Female,Single,0,Bachelor's,FL,Rent,5.0,Salaried-Government,1,4.0,93.0,1,703,166,2,0,1569.0,0.202,0.445,0,0,0,Yes
LHB-2405246,78,Male,Married,1,Bachelor's,OH,Rent,5.0,Salaried-Government,1,1.0,63.8,1,565,546,2,1,1563.0,0.294,0.538,0,0,1,No
LHB-2405400,36,Male,Single,0,Master's,TN,Own (with mortgage),8.0,Salaried-Private,1,8.0,109.1,0,626,178,1,2,1727.0,0.19,0.161,0,0,0,Yes
LHB-2401231,27,Male,Married,2,High School,MD,Own (with mortgage),1.0,Salaried-Government,1,2.0,21.7,1,580,70,1,2,732.0,0.405,0.209,0,0,2,No
LHB-2404089,49,Female,Married,1,Associate Degree,MI,Rent,5.0,Salaried-Private,1,1.0,69.0,0,592,227,0,0,407.0,0.071,0.181,0,0,1,No
LHB-2405888,51,Male,Single,0,Master's,KY,Rent,5.0,Self-Employed,1,17.0,100.5,1,688,349,2,1,911.0,0.109,0.22,0,0,1,Yes
LHB-2405365,64,Male,Single,0,High School,TX,Rent,3.0,Retired,0,2.0,40.1,1,665,431,1,2,859.0,0.257,0.508,0,0,0,Yes
LHB-2403160,39,Male,Single,0,Associate Degree,MD,Own (with mortgage),3.0,Salaried-Private,1,3.0,38.0,1,673,161,1,4,811.0,0.256,0.537,0,0,0,Yes
LHB-2400963,39,Male,Widowed,0,High School,SC,Own (with mortgage),2.0,Self-Employed,1,1.0,38.9,0,662,208,4,4,2696.0,0.832,0.6833,0,0,1,No
LHB-2404593,36,Female,Widowed,1,Master's,PA,Rent,1.0,Unemployed,0,0.0,16.8,1,655,157,0,5,1006.0,0.719,0.231,0,0,0,No
LHB-2400352,33,Female,Married,1,Doctorate,GA,Own (outright),5.0,Self-Employed,1,4.0,147.2,0,610,125,1,1,2983.0,0.213,0.168,0,0,0,No
LHB-2401838,58,Male,Divorced,2,High School,MA,Own (outright),5.0,Salaried-Private,1,4.0,42.7,1,590,386,3,3,2313.0,0.65,0.296,0,0,1,No
LHB-2403945,39,Male,Single,0,Bachelor's,MD,Own (with mortgage),2.0,Salaried-Private,1,2.0,97.4,1,715,195,2,1,1840.0,0.227,0.043,0,0,2,Yes
LHB-2407570,18,Male,Married,2,Associate Degree,NC,Own (with mortgage),0.0,Student,0,0.0,12.0,1,549,4,1,2,900.0,0.852,0.333,0,0,1,No
LHB-2400001,28,Female,Married,4,Bachelor's,FL,Own (with mortgage),2.0,Salaried-Private,1,0.0,43.8,1,603,120,0,6,380.0,0.104,0.408,0,0,0,Yes
LHB-2407430,31,Female,Divorced,2,Bachelor's,MS,Own (with mortgage),3.0,Salaried-Government,1,9.0,88.3,1,641,113,2,1,1493.0,0.203,0.576,0,0,0,No
LHB-2404381,44,Male,Single,0,Bachelor's,GA,Own (outright),3.0,Salaried-Government,1,3.0,130.1,0,679,262,2,2,1297.0,0.12,0.076,0,0,8,Yes
LHB-2407672,52,Male,Single,0,Bachelor's,TX,Rent,8.0,Salaried-Private,1,8.0,53.0,1,614,329,2,1,1511.0,0.342,0.343,0,0,3,No
LHB-2405742,47,Male,Single,0,High School,RI,Own (with mortgage),21.0,Salaried-Government,1,9.0,30.3,0,708,262,2,1,1179.0,0.467,0.151,0,0,3,Yes
LHB-2400783,51,Female,Divorced,2,High School,DC,Own (outright),6.0,Self-Employed,1,17.0,46.8,0,663,322,0,3,938.0,0.241,0.6833,0,0,1,Yes
LHB-2406463,49,Male,Married,2,Master's,TX,Live with Family,5.0,Self-Employed,1,1.0,77.5,0,485,281,1,2,1209.0,0.187,0.333,1,0,2,No
LHB-2405033,39,Male,Single,1,Master's,FL,Own (outright),1.0,Contract,1,10.0,147.2,1,648,208,0,2,1685.0,0.123,0.219,0,0,1,Yes
LHB-2402396,35,Female,Single,0,Master's,CT,Own (with mortgage),8.0,Self-Employed,1,5.0,128.9,1,693,144,3,1,3355.0,0.312,0.219,0,0,1,Yes
LHB-2406440,47,Female,Single,0,High School,MN,Rent,7.0,Unemployed,0,0.0,12.0,1,595,250,0,3,443.0,0.443,0.0,0,0,2,No
LHB-2400068,50,Female,Single,0,Bachelor's,TX,Own (outright),6.0,Salaried-Private,1,0.0,92.4,1,711,262,0,1,1217.0,0.158,0.567,0,0,0,Yes
LHB-2400403,35,Male,Married,2,High School,AL,Rent,11.0,Salaried-Private,1,13.0,28.9,0,718,117,2,2,1331.0,0.553,0.6833,0,0,0,Yes
LHB-2403434,25,Female,Married,1,Master's,IA,Own (outright),10.0,Salaried-Private,1,3.0,63.8,0,713,69,1,2,1310.0,0.246,0.478,0,0,4,Yes
LHB-2404893,30,Female,Widowed,1,High School,TX,Own (with mortgage),9.0,Salaried-Government,1,5.0,27.4,0,588,88,2,2,1369.0,0.6,0.425,0,0,0,No
LHB-2407949,55,Female,Married,3,High School,MS,Rent,9.0,Salaried-Private,1,0.0,26.8,1,465,369,1,4,1412.0,0.632,0.6833,0,1,1,No
LHB-2407149,45,Male,Single,0,Bachelor's,TN,Rent,2.0,Salaried-Government,1,2.0,88.1,0,756,249,1,2,915.0,0.125,0.295,0,0,2,Yes
LHB-2406119,35,Female,Married,0,Bachelor's,MI,Own (with mortgage),4.0,Contract,1,1.0,62.5,1,672,140,1,0,915.0,0.176,0.084,0,0,1,Yes
LHB-2404273,62,Male,Divorced,1,High School,MS,Own (with mortgage),3.0,Self-Employed,1,1.0,109.2,0,636,389,0,6,2764.0,0.304,0.508,1,0,3,No
LHB-2405049,52,Male,Married,3,Associate Degree,PA,Rent,2.0,Salaried-Private,1,1.0,62.8,1,782,330,1,3,1061.0,0.203,0.241,0,0,2,Yes
LHB-2403428,63,Female,Single,0,Master's,VA,Own (with mortgage),5.0,Retired,0,0.0,100.0,1,569,433,3,2,2368.0,0.284,0.618,1,0,1,No
LHB-2402139,55,Male,Single,1,Associate Degree,DE,Own (with mortgage),3.0,Salaried-Private,1,1.0,107.0,1,733,366,0,3,1276.0,0.143,0.476,0,0,1,Yes
LHB-2401200,24,Female,Divorced,1,High School,WV,Own (with mortgage),4.0,Self-Employed,1,2.0,42.0,0,444,54,0,2,632.0,0.181,0.531,0,0,1,No
LHB-2406072,50,Female,Single,1,High School,AR,Own (with mortgage),6.0,Salaried-Private,1,0.0,56.2,1,662,268,0,3,1158.0,0.247,0.167,0,0,1,Yes
LHB-2402915,63,Male,Single,1,Bachelor's,GA,Own (outright),15.0,Salaried-Government,1,2.0,62.4,1,597,406,2,3,829.0,0.168,0.373,0,0,4,Yes
LHB-2402300,34,Female,Married,3,Bachelor's,PA,Rent,1.0,Salaried-Private,1,12.0,77.0,0,622,98,0,3,870.0,0.136,0.319,0,0,2,Yes
LHB-2401756,61,Others,Married,4,Bachelor's,WV,Own (with mortgage),4.0,Self-Employed,1,2.0,98.3,1,625,390,2,3,1881.0,0.23,0.047,0,0,0,Yes
LHB-2403486,49,Male,Divorced,0,High School,MD,Own (with mortgage),5.0,Salaried-Private,1,7.0,48.3,1,641,321,0,2,490.0,0.122,0.109,0,0,0,Yes
LHB-2401577,52,Female,Married,1,Doctorate,MS,Own (with mortgage),10.0,Salaried-Private,1,1.0,147.2,0,659,306,2,5,2449.0,0.195,0.198,0,0,0,Yes
LHB-2402719,27,Female,Married,5,High School,IA,Rent,2.0,Salaried-Private,1,4.0,41.8,1,608,89,2,6,1693.0,0.486,0.165,0,0,5,No
LHB-2402241,30,Male,Single,0,High School,MS,Rent,16.0,Salaried-Private,1,2.0,16.4,1,605,147,0,4,759.0,0.555,0.65,0,0,0,No
LHB-2406948,57,Male,Married,0,Doctorate,DC,Own (with mortgage),5.0,Salaried-Government,1,7.0,123.6,1,704,362,1,3,1426.0,0.138,0.497,0,0,0,Yes
LHB-2402774,35,Male,Single,0,High School,FL,Own (with mortgage),3.0,Salaried-Private,1,2.0,31.3,1,596,157,1,1,601.0,0.23,0.28,0,0,0,No
LHB-2401507,39,Female,Single,0,Bachelor's,TX,Rent,3.0,Salaried-Private,1,5.0,63.7,1,622,194,0,0,135.0,0.025,0.337,0,0,1,Yes
LHB-2405593,45,Male,Married,1,Master's,NC,Own (outright),9.0,Salaried-Private,1,4.0,99.8,1,648,245,1,1,1454.0,0.175,0.594,0,0,10,Yes
LHB-2403749,56,Male,Single,0,Doctorate,TN,Rent,3.0,Salaried-Private,1,2.0,47.3,1,636,364,0,3,575.0,0.146,0.171,0,0,1,Yes
LHB-2402493,31,Male,Married,1,Associate Degree,MS,Live with Family,2.0,Salaried-Private,1,5.0,39.5,1,600,137,0,3,1220.0,0.371,0.338,0,0,2,No
LHB-2406757,25,Male,Married,4,Bachelor's,TN,Own (with mortgage),0.0,Salaried-Private,1,2.0,53.0,1,569,43,1,3,1255.0,0.284,0.008,0,0,1,No
LHB-2400538,18,Male,Married,2,High School,VA,Own (outright),1.0,Student,0,0.0,12.0,1,570,5,2,4,1760.0,0.852,0.33,0,0,5,No
LHB-2401330,18,Female,Married,0,Associate Degree,AL,Own (outright),5.0,Salaried-Private,1,1.0,26.5,1,644,9,0,5,1095.0,0.496,0.242,0,0,3,No
LHB-2402303,35,Female,Divorced,2,High School,IA,Live with Family,2.0,Self-Employed,1,0.0,81.4,1,668,114,4,3,2247.0,0.331,0.185,0,0,1,Yes
LHB-2402499,55,Female,Married,3,Bachelor's,GA,Own (outright),7.0,Unemployed,0,0.0,12.0,1,703,332,0,5,1171.0,0.852,0.112,0,0,2,Yes
LHB-2401612,39,Male,Married,2,Bachelor's,VA,Rent,3.0,Salaried-Private,1,15.0,61.4,1,728,212,1,0,477.0,0.093,0.385,0,0,3,Yes
LHB-2401488,44,Male,Divorced,1,High School,FL,Rent,12.0,Salaried-Private,1,8.0,65.1,1,584,205,1,2,669.0,0.123,0.06,0,0,1,No
LHB-2402018,47,Female,Single,0,Bachelor's,WI,Rent,6.0,Contract,1,0.0,36.8,1,599,296,2,0,1283.0,0.418,0.41,1,0,1,No
LHB-2401744,48,Female,Married,1,Doctorate,KY,Own (with mortgage),8.0,Self-Employed,1,12.0,113.8,1,706,240,2,2,2006.0,0.212,0.116,0,0,1,Yes
LHB-2407030,38,Male,Single,0,Bachelor's,OR,Own (outright),2.0,Salaried-Government,1,6.0,104.0,1,612,197,0,1,1431.0,0.165,0.044,0,0,1,Yes
LHB-2406397,25,Female,Single,0,Associate Degree,RI,Live with Family,6.0,Salaried-Government,1,3.0,82.9,1,594,96,1,2,1394.0,0.202,0.478,0,0,3,No
LHB-2407511,25,Female,Single,0,Associate Degree,SC,Own (with mortgage),6.0,Unemployed,0,2.0,12.0,1,484,54,0,5,1129.0,0.852,0.215,0,0,0,No
LHB-2407254,41,Male,Married,3,Master's,OH,Rent,7.0,Salaried-Government,1,2.0,73.6,1,647,193,0,1,737.0,0.12,0.128,0,0,1,Yes
LHB-2407814,32,Female,Married,3,High School,KS,Own (with mortgage),6.0,Salaried-Private,1,2.0,38.6,1,554,141,1,2,972.0,0.302,0.478,0,0,1,No
LHB-2405044,18,Male,Widowed,1,Bachelor's,FL,Rent,1.0,Salaried-Private,1,1.0,51.7,1,500,0,0,3,796.0,0.185,0.318,0,0,1,No
LHB-2404606,27,Female,Widowed,0,High School,MD,Own (with mortgage),1.0,Salaried-Private,1,1.0,40.3,1,511,67,1,3,1231.0,0.367,0.476,0,0,1,No
LHB-2401393,46,Female,Married,2,Master's,SC,Own (with mortgage),12.0,Salaried-Private,1,12.0,62.4,1,552,241,1,2,1294.0,0.208,0.425,0,1,0,No
LHB-2401508,64,Male,Single,0,Master's,KY,Rent,4.0,Salaried-Government,1,3.0,100.0,0,553,378,1,1,1563.0,0.242,0.314,0,1,0,No
LHB-2401194,63,Male,Widowed,3,Master's,MD,Rent,9.0,Salaried-Private,1,8.0,147.2,1,586,392,0,2,1166.0,0.094,0.058,0,0,0,No
LHB-2406935,35,Female,Married,0,Master's,DC,Rent,3.0,Salaried-Private,1,13.0,147.2,1,714,150,1,2,3135.0,0.211,0.328,0,0,0,Yes
LHB-2405427,41,Female,Single,0,Bachelor's,TX,Own (outright),12.0,Salaried-Private,1,1.0,129.2,1,693,236,0,4,1898.0,0.176,0.072,0,0,0,Yes
LHB-2405405,54,Female,Single,0,Bachelor's,AK,Rent,5.0,Salaried-Private,1,6.0,97.9,1,644,327,3,4,2383.0,0.292,0.215,0,0,1,Yes
LHB-2407660,31,Female,Married,0,Associate Degree,TN,Rent,2.0,Salaried-Private,1,9.0,47.6,1,712,93,1,6,1258.0,0.317,0.264,0,0,1,Yes
LHB-2407130,40,Male,Married,4,High School,WY,Rent,9.0,Salaried-Government,1,3.0,36.5,1,609,211,1,4,1046.0,0.344,0.258,0,0,0,No
LHB-2403800,36,Female,Married,2,Bachelor's,DC,Rent,4.0,Salaried-Private,1,0.0,65.6,1,617,152,1,5,1171.0,0.214,0.0,0,0,3,Yes
LHB-2406795,63,Female,Married,1,Bachelor's,GA,Own (with mortgage),7.0,Salaried-Government,1,3.0,147.2,1,659,365,1,2,1362.0,0.11,0.243,0,0,1,Yes
LHB-2404677,50,Male,Married,4,Bachelor's,RI,Rent,4.0,Salaried-Private,1,6.0,68.1,0,697,299,2,3,936.0,0.165,0.547,0,0,2,Yes
LHB-2406410,61,Female,Married,2,Bachelor's,DC,Own (with mortgage),8.0,Salaried-Private,1,0.0,71.3,0,610,400,2,5,2725.0,0.459,0.285,0,0,1,No
LHB-2401931,35,Male,Single,0,Bachelor's,NC,Live with Family,13.0,Salaried-Government,1,3.0,43.5,1,577,209,2,3,1137.0,0.314,0.284,0,0,3,Yes
LHB-2402812,35,Female,Married,2,High School,TX,Own (outright),2.0,Salaried-Government,1,0.0,32.8,1,558,153,2,4,1209.0,0.442,0.554,0,0,0,No
LHB-2403974,32,Female,Married,0,High School,AR,Rent,2.0,Self-Employed,1,0.0,129.1,0,656,149,2,2,1358.0,0.126,0.551,0,0,2,Yes
LHB-2402539,48,Male,Divorced,2,Master's,NC,Rent,3.0,Salaried-Private,1,0.0,83.3,1,590,247,0,2,964.0,0.139,0.549,0,0,1,No
LHB-2402669,32,Female,Married,2,Bachelor's,GA,Own (with mortgage),2.0,Salaried-Government,1,10.0,62.4,1,639,99,0,2,627.0,0.114,0.115,0,0,2,Yes
LHB-2406323,34,Male,Single,0,Master's,MT,Rent,11.0,Contract,1,2.0,73.7,1,671,139,3,0,2236.0,0.364,0.586,0,0,0,Yes
LHB-2403719,43,Others,Single,0,High School,TN,Rent,3.0,Salaried-Private,1,6.0,52.2,1,709,205,1,3,1550.0,0.356,0.347,0,0,0,Yes
LHB-2406650,50,Male,Married,0,Master's,MT,Own (with mortgage),6.0,Unemployed,0,0.0,12.0,1,641,307,0,0,159.0,0.159,0.369,0,0,1,No
LHB-2403248,50,Male,Married,6,Bachelor's,NC,Rent,10.0,Self-Employed,1,2.0,147.2,0,601,267,1,1,1604.0,0.129,0.192,0,0,0,Yes
LHB-2404759,33,Female,Single,0,Bachelor's,NC,Own (with mortgage),2.0,Salaried-Private,1,2.0,98.1,1,689,138,3,3,2251.0,0.275,0.439,0,0,2,Yes
LHB-2402822,48,Male,Single,1,Master's,VA,Own (with mortgage),9.0,Salaried-Private,1,6.0,67.1,1,629,273,1,2,1471.0,0.263,0.487,0,0,1,Yes
LHB-2400573,29,Female,Married,2,Doctorate,WV,Live with Family,2.0,Salaried-Private,1,2.0,65.4,1,683,75,2,4,1141.0,0.209,0.44,0,0,3,Yes
LHB-2400696,18,Female,Single,0,Master's,SC,Own (outright),2.0,Student,0,0.0,25.2,1,680,72,1,0,623.0,0.297,0.459,0,0,1,No
LHB-2405507,25,Male,Married,1,Associate Degree,GA,Own (with mortgage),2.0,Salaried-Private,1,1.0,54.0,1,558,64,0,1,894.0,0.199,0.61,1,0,1,No
LHB-2407439,54,Female,Single,0,Bachelor's,TX,Own (with mortgage),4.0,Salaried-Private,1,1.0,69.6,1,729,285,0,2,750.0,0.129,0.571,0,0,3,Yes
LHB-2407097,39,Female,Married,1,Bachelor's,AL,Own (outright),10.0,Salaried-Private,1,1.0,63.9,1,561,181,2,4,1594.0,0.299,0.6833,0,0,0,No
LHB-2406515,23,Male,Married,0,Bachelor's,WV,Own (outright),10.0,Student,0,0.0,12.0,1,583,72,1,2,801.0,0.801,0.6833,0,0,0,No
LHB-2407306,44,Female,Married,3,Associate Degree,SC,Rent,3.0,Salaried-Private,1,2.0,81.7,0,596,204,1,4,1134.0,0.167,0.128,1,0,1,No
LHB-2407366,35,Female,Married,3,Associate Degree,UT,Rent,3.0,Salaried-Private,1,6.0,50.6,1,698,184,1,1,1083.0,0.257,0.384,0,0,2,Yes
LHB-2402187,34,Male,Single,0,High School,NH,Rent,7.0,Self-Employed,1,1.0,48.0,1,670,117,2,4,1572.0,0.393,0.181,0,0,6,Yes
LHB-2404022,24,Male,Married,1,Bachelor's,WV,Rent,2.0,Self-Employed,1,2.0,55.2,1,600,44,2,2,1229.0,0.267,0.304,0,0,5,Yes
LHB-2406530,37,Female,Married,2,Bachelor's,AK,Live with Family,6.0,Salaried-Private,1,7.0,99.6,0,655,206,1,0,1864.0,0.225,0.067,0,0,1,Yes
LHB-2402045,28,Male,Married,2,Master's,TX,Own (with mortgage),1.0,Unemployed,0,0.0,18.1,1,655,79,0,1,388.0,0.257,0.412,0,0,0,No
LHB-2400282,51,Male,Married,3,Associate Degree,SC,Own (with mortgage),4.0,Contract,1,2.0,66.2,1,686,294,1,4,1163.0,0.211,0.411,0,0,0,Yes
